2012-09-02,91.9
2012-09-03,86.0
2012-09-04,89.1
2012-09-05,89.1
2012-09-06,81.0
2012-09-07,84.0
2012-09-08,84.0
2012-09-09,75.9
2012-09-10,71.1
2012-09-11,73.9
2012-09-12,80.1
2012-09-13,82.9
2012-09-14,82.9
2012-09-15,80.1
2012-09-16,73.0
2012-09-17,78.1
2012-09-18,78.1
2012-09-19,75.9
2012-09-20,66.0
2012-09-21,69.1
2012-09-22,69.1
2012-09-23,68.0
2012-09-24,60.1
2012-09-25,71.6
2012-09-26,69.1
2012-09-27,70.0
2012-09-28,70.0
2012-09-29,69.1
2012-09-30,73.0
2012-10-01,73.0
2012-10-02,64.0
2012-10-03,70.0
2012-10-04,70.0
2012-10-05,75.9
2012-10-06,75.9
2012-10-07,57.0
2012-10-08,46.9
2012-10-09,54.0
2012-10-10,62.1
2012-10-11,62.1
2012-10-12,62.1
2012-10-13,62.1
2012-10-14,51.8
2012-10-15,70.0
2012-10-16,64.0
2012-10-17,60.1
2012-10-18,73.0
2012-10-19,73.9
2012-10-20,59.0
2012-10-21,55.9
2012-10-22,61.0
2012-10-23,70.0
2012-10-24,64.9
2012-10-25,78.1
2012-10-26,78.1
2012-10-27,71.1
2012-10-28,55.0
2012-10-29,52.0
2012-10-30,48.9
2012-10-31,42.1
2012-11-01,42.1
2012-11-02,48.9
2012-11-03,48.9
2012-11-04,41.0
2012-11-04,39.0
2012-11-06,39.9
2012-11-07,42.1
2012-11-08,46.9
2012-11-09,50.0
2012-11-10,55.9
2012-11-11,62.1
2012-11-12,69.1
2012-11-13,69.1
2012-11-14,34.0
2012-11-15,41.0
2012-11-16,44.1
2012-11-17,52.0
2012-11-18,53.1
2012-11-19,55.9
2012-11-20,54.0
2012-11-21,55.9
2012-11-22,55.9
2012-11-23,61.0
2012-11-24,57.0
2012-11-25,33.1
2012-11-26,35.6
2012-11-27,35.1
2012-11-28,35.1
2012-11-29,41.0
2012-11-30,48.0
2012-12-01,48.0
2012-12-02,51.1
2012-12-03,57.9
2012-12-04,62.6
2012-12-05,63.0
2012-12-06,45.0
2012-12-07,39.0
2012-12-08,45.0
2012-12-09,45.0
2012-12-10,41.0
2012-12-11,37.4
2012-12-12,37.0
2012-12-13,43.0
2012-12-14,46.0
2012-12-15,48.0
2012-12-16,48.0
2012-12-17,48.9
2012-12-18,48.9
2012-12-19,41.0
2012-12-20,42.8
2012-12-21,45.0
2012-12-22,45.0
2012-12-23,36.0
2012-12-24,34.0
2012-12-25,32.0
2012-12-26,30.9
2012-12-27,30.9
2012-12-28,30.0
2012-12-29,30.0
2012-12-30,28.4
2012-12-31,28.0
2013-01-01,35.1
2013-01-02,35.1
2013-01-03,26.1
2013-01-04,28.9
2013-01-05,33.1
2013-01-06,35.1
2013-01-07,35.1
2013-01-08,35.1
2013-01-09,37.9
2013-01-10,45.0
2013-01-11,45.0
2013-01-12,55.0
2013-01-13,57.9
2013-01-14,50.0
2013-01-15,39.9
2013-01-16,28.9
2013-01-17,34.0
2013-01-18,34.0
2013-01-19,35.1
2013-01-20,44.1
2013-01-21,45.0
2013-01-22,16.0
2013-01-23,15.1
2013-01-24,17.6
2013-01-25,17.1
2013-01-26,19.9
2013-01-27,27.0
2013-01-28,28.9
2013-01-29,43.0
2013-01-30,55.9
2013-01-31,57.2
2013-02-01,44.1
2013-02-02,27.0
2013-02-03,19.4
2013-02-04,19.9
2013-02-05,21.9
2013-02-06,27.0
2013-02-07,30.9
2013-02-08,36.0
2013-02-09,36.0
2013-02-10,30.0
2013-02-11,37.9
2013-02-12,45.0
2013-02-13,45.0
2013-02-14,39.9
2013-02-15,42.1
2013-02-16,42.1
2013-02-17,30.9
2013-02-18,26.1
2013-02-19,44.6
2013-02-20,46.0
2013-02-21,21.9
2013-02-22,24.1
2013-02-23,30.2
2013-02-24,33.8
2013-02-25,35.1
2013-02-26,41.0
2013-02-27,41.0
2013-02-28,35.6
2013-03-01,35.6
2013-03-02,35.1
2013-03-03,28.9
2013-03-04,30.0
2013-03-05,32.0
2013-03-06,35.1
2013-03-07,35.1
2013-03-08,36.0
2013-03-09,43.0
2013-03-10,43.0
2013-03-11,55.9
2013-03-12,55.9
2013-03-13,54.0
2013-03-14,35.1
2013-03-15,39.9
2013-03-16,39.9
2013-03-17,37.9
2013-03-18,30.9
2013-03-19,33.8
2013-03-20,33.8
2013-03-21,27.0
2013-03-22,30.2
2013-03-23,37.0
2013-03-24,37.0
2013-03-25,36.0
2013-03-26,37.9
2013-03-27,41.0
2013-03-28,46.9
2013-03-29,50.0
2013-03-30,51.1
2013-03-31,55.0
2013-04-01,54.0
2013-04-02,55.0
2013-04-03,39.9
2013-04-04,43.0
2013-04-05,55.9
2013-04-06,55.9
2013-04-07,55.9
2013-04-08,57.9
2013-04-09,61.0
2013-04-10,61.0
2013-04-11,48.9
2013-04-12,41.0
2013-04-13,41.0
2013-04-14,41.0
2013-04-15,48.0
2013-04-16,66.9
2013-04-17,66.9
2013-04-18,57.0
2013-04-19,72.0
2013-04-20,72.0
2013-04-21,37.0
2013-04-22,50.0
2013-04-23,62.1
2013-04-24,64.9
2013-04-25,55.4
2013-04-26,50.0
2013-04-27,60.1
2013-04-28,69.1
