original_order,population,,OrigCode,family,sibling,seed_wt,DaysToGerm,DaysGermToFlwr,firstFlwrHt_mm,num_ovules,Lifespan,Total_Seeds,Total_Fruit,Seed_per_Fruit,Planting_Date,Germination_Date,First_FlowerDate,Mortality_Date,OvuleFlower_num,OvuleDate
186,PBFR,,PB,16,a,8.2,7,329,529,4,892,,,,6/14/05,6/21/05,5/16/06,11/30/07,4,5/17/06
191,PBFR,,PB,17,b,10.1,7,350,524,3,892,,,,6/14/05,6/21/05,6/6/06,11/30/07,10,6/6/06
199,PBFR,,PB,19,b,11,7,333,396,3,892,,,,6/14/05,6/21/05,5/20/06,11/30/07,5,5/23/06
201,PBFR,,PB,19,d,11.8,7,331,673,6,892,,,,6/14/05,6/21/05,5/18/06,11/30/07,3,5/20/06
217,PBFR,,PB,23,d,9.6,7,343,496,3,892,,,,6/14/05,6/21/05,5/30/06,11/30/07,4,6/1/06
223,PBFR,,PB,25,b,6,7,343,652,2,892,,,,6/14/05,6/21/05,5/30/06,11/30/07,9,5/30/06
242,PBFR,,PB,30,a,10.4,7,366,114,4,892,,,,6/14/05,6/21/05,6/22/06,11/30/07,27,7/6/06
245,PBFR,,PB,30,d,9.4,7,330,573,3,892,,,,6/14/05,6/21/05,5/17/06,11/30/07,3,5/18/06
149,PBFR,,PB,6,d,3.3,5,338,705,5,894,,,,6/14/05,6/19/05,5/23/06,11/30/07,6,5/25/06
155,PBFR,,PB,8,b,4.3,5,338,538,4,894,,,,6/14/05,6/19/05,5/23/06,11/30/07,4,5/25/06
156,PBFR,,PB,8,c,4.8,5,347,507,2,894,,,,6/14/05,6/19/05,6/1/06,11/30/07,3,6/1/06
182,PBFR,,PB,15,a,12.1,5,340,645,7,894,,,,6/14/05,6/19/05,5/25/06,11/30/07,3,5/27/06
196,PBFR,,PB,18,c,9.4,5,337,403,2,894,,,,6/14/05,6/19/05,5/22/06,11/30/07,3,5/23/06
157,PBFR,,PB,8,d,4.4,7,343,476,3,1190,,,,6/14/05,6/21/05,5/30/06,9/23/08,12,5/30/06
161,PBFR,,PB,9,d,7.9,7,329,505,4,1438,,,,6/14/05,6/21/05,5/16/06,5/29/09,4,5/17/06
177,PBFR,,PB,13,d,6.2,7,338,840,3,1438,,,,6/14/05,6/21/05,5/25/06,5/29/09,3,5/25/06
146,PBFR,,PB,6,a,3.4,5,338,542,3,1440,,,,6/14/05,6/19/05,5/23/06,5/29/09,7,5/25/06
154,PBFR,,PB,8,a,6.6,5,337,571,4,1440,,,,6/14/05,6/19/05,5/22/06,5/29/09,7,5/25/06
291,SAES,,CS,22,b,7.9,1,,,,5,0,0,0,6/14/05,6/24/05,,6/29/05,,
281,SAES,,CS,17,b,12.3,9,,,,26,0,0,0,6/14/05,6/23/05,,7/19/05,,
258,SAES,,CS,4,b,9.1,5,,,,73,0,0,0,6/14/05,6/19/05,,8/31/05,,
315,SAES,,CS,28,a,7.3,9,,,,131,0,0,0,6/14/05,6/23/05,,11/1/05,,
321,SAES,,CS,30,e,5.4,5,,,,135,0,0,0,6/14/05,6/19/05,,11/1/05,,
285,SAES,,CS,19,a,5,13,,,,156,0,0,0,6/14/05,6/27/05,,11/30/05,,
249,SAES,,CS,1,d,8.5,9,,,,160,0,0,0,6/14/05,6/23/05,,11/30/05,,
253,SAES,,CS,3,b,8.5,8,,,,161,0,0,0,6/14/05,6/22/05,,11/30/05,,
294,SAES,,CS,22,e,7.5,8,,,,161,0,0,0,6/14/05,6/22/05,,11/30/05,,
317,SAES,,CS,30,a,7.3,8,,,,161,0,0,0,6/14/05,6/22/05,,11/30/05,,
328,SAES,,CS,33,b,6.3,8,,,,161,0,0,0,6/14/05,6/22/05,,11/30/05,,
255,SAES,,CS,3,d,6.2,7,119,110,,162,,,,6/14/05,6/21/05,10/18/05,11/30/05,,
256,SAES,,CS,3,e,6.5,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
260,SAES,,CS,4,d,6.7,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
267,SAES,,CS,9,c,7.6,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
276,SAES,,CS,13,b,9,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
280,SAES,,CS,17,a,10.7,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
286,SAES,,CS,19,b,4.9,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
288,SAES,,CS,19,d,6,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
298,SAES,,CS,24,d,12,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
301,SAES,,CS,25,b,9.3,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
337,SAES,,CS,40,a,7.7,7,,,,162,,,,6/14/05,6/21/05,,11/30/05,,
343,SAES,,CS,44,b,9.1,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
344,SAES,,CS,44,c,6.5,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
349,SAES,,CS,47,c,7.1,7,,,,162,0,0,0,6/14/05,6/21/05,,11/30/05,,
252,SAES,,CS,3,a,7,5,55,,,164,0,0,0,6/14/05,6/19/05,8/13/05,11/30/05,,
257,SAES,,CS,4,a,8.9,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
272,SAES,,CS,12,c,9.2,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
273,SAES,,CS,12,d,9.5,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
274,SAES,,CS,12,e,9.7,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
275,SAES,,CS,13,a,8.7,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
282,SAES,,CS,17,c,13,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
295,SAES,,CS,24,a,8.2,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
296,SAES,,CS,24,b,10.9,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
297,SAES,,CS,24,c,7.3,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
302,SAES,,CS,25,c,8.6,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
303,SAES,,CS,25,d,9.3,5,43,75,4,164,15,10,1.5,6/14/05,6/19/05,8/1/05,11/30/05,3,8/1/05
339,SAES,,CS,40,c,9.4,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
342,SAES,,CS,44,a,8.8,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
346,SAES,,CS,44,e,9.1,5,,,,164,0,0,0,6/14/05,6/19/05,,11/30/05,,
287,SAES,,CS,19,c,5.8,9,329,384,3,525,,,,6/14/05,6/23/05,5/18/06,11/30/06,3,5/20/06
313,SAES,,CS,27,d,5.9,9,328,240,3,525,,,,6/14/05,6/23/05,5/17/06,11/30/06,3,5/18/06
338,SAES,,CS,40,b,6.2,9,,,,525,0,0,0,6/14/05,6/23/05,,11/30/06,,
254,SAES,,CS,3,c,6.7,8,328,502,5,526,,,,6/14/05,6/22/05,5/16/06,11/30/06,4,5/16/06
270,SAES,,CS,12,a,9.8,8,329,411,4,526,,,,6/14/05,6/22/05,5/17/06,11/30/06,3,5/18/06
334,SAES,,CS,35,c,10.3,8,328,345,3,526,,,,6/14/05,6/22/05,5/16/06,11/30/06,4,5/17/06
271,SAES,,CS,12,b,7.4,7,332,758,4,527,,,,6/14/05,6/21/05,5/19/06,11/30/06,3,5/20/06
304,SAES,,CS,25,e,8.2,7,340,398,4,527,,,,6/14/05,6/21/05,5/27/06,11/30/06,3,5/30/06
311,SAES,,CS,27,b,8,7,343,726,5,527,,,,6/14/05,6/21/05,5/30/06,11/30/06,9,5/30/06
351,SAES,,CS,47,e,6,7,338,851,3,527,,,,6/14/05,6/21/05,5/25/06,11/30/06,8,5/25/06
250,SAES,,CS,1,e,5.5,5,340,409,2,529,,,,6/14/05,6/19/05,5/25/06,11/30/06,5,5/27/06
283,SAES,,CS,17,d,9,5,337,902,4,529,,,,6/14/05,6/19/05,5/22/06,11/30/06,4,5/23/06
292,SAES,,CS,22,c,8.1,5,345,937,3,529,,,,6/14/05,6/19/05,5/30/06,11/30/06,11,5/30/06
331,SAES,,CS,33,e,7.8,5,338,722,,529,,,,6/14/05,6/19/05,5/23/06,11/30/06,,
350,SAES,,CS,47,d,5.7,5,338,495,4,529,,,,6/14/05,6/19/05,5/23/06,11/30/06,5,5/25/06
290,SAES,,CS,22,a,10.1,7,340,827,2,696,,,,6/14/05,6/21/05,5/27/06,5/18/07,3,5/27/06
329,SAES,,CS,33,c,8.8,7,332,343,2,696,,,,6/14/05,6/21/05,5/19/06,5/18/07,5,5/23/06
277,SAES,,CS,13,c,7.7,5,337,372,6,698,,,,6/14/05,6/19/05,5/22/06,5/18/07,3,5/23/06
335,SAES,,CS,35,d,6.7,7,340,424,2,1057,,,,6/14/05,6/21/05,5/27/06,5/13/08,4,5/27/06
261,SAES,,CS,4,e,9.3,5,,,2,1059,0,0,0,6/14/05,6/19/05,,5/13/08,5,6/6/06
299,SAES,,CS,24,e,7.6,7,330,356,3,1179,,,,6/14/05,6/21/05,5/17/06,9/12/08,3,5/18/06
332,SAES,,CS,35,a,11.1,7,330,333,2,1438,,,,6/14/05,6/21/05,5/17/06,5/29/09,3,5/17/06
336,SAES,,CS,39,a,11.2,7,338,579,1,1438,,,,6/14/05,6/21/05,5/25/06,5/29/09,9,5/27/06
341,SAES,,CS,40,e,7.5,7,343,588,,1438,,,,6/14/05,6/21/05,5/30/06,5/29/09,,
