Row,Column,Code,Planting_Code,germ_group,subpop,group,Planting_Date,Germ_Date,Died_By,Died_before_bolting,Died_before_flowering,Bolt_before_7_26,Bolt_before_Winter,Dead_7_1_12,Bolted_Date,second_bolt,Flowering_Date,Height_1st_Flower_cm,Date_Blossom_Collected,Days_Germ_to_Bolt,Died_from_winter,Days_Germ_to_Flow,Days_Bolt_Flower,Survive_winter,6_28_Leaf_Number_Josh,No_data_6_28,7_26_Leaf_Number_Josh,No_data_7_26,6_28_Rosette_Leaf_Scale,6_28_L1L,6_28_L1W,6_28_L2L,6_28_L2W,6_28_L3L,6_28_L3W,7_26_Rosette_Leaf_Scale,7_26_L1L,7_26_L1W,7_26_L2L,7_26_L2W,7_26_L3L,7_26_L3W,Alive_1_5_13,Alive_4_17_13,Alive_5_3_13,Alive_5_13_13,Alive_5_28_13,Tissue_Sample,SpringAliveDate
29,D,RA173,RA173,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,8/23/12,14,8/23/12,30,,86,56,0,4,,8,,59,201.358,,93.753,43.703,,,47.09,,,,,,,0,0,0,0,0,1,
29,E,BINY,BINY,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/18/12,,7/26/12,6.5,7/27/12,50,,58,8,0,5,,,F,60.829,202.346,115.528,186.574,99.566,93.309,70.472,48.075,3.811,2.236,,,,,0,0,0,0,0,1,
30,B,AL,AL,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,6/28/12,,7/2/12,2.2,7/25/12,29,,33,4,0,10,,,F,61.653,355.992,156.303,338.301,137.046,253.469,123.784,29,,,,,,,0,0,0,0,0,1,
30,B,AL,AL,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,6/28/12,,7/2/12,2.2,7/25/12,29,,33,4,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,
30,C,BINYxMAES,BINYxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/23/12,5.4,7/25/12,48,,55,7,0,4,,,F,62.453,167.342,122.004,161.915,92.009,170.78,64.596,41,,,,,,,0,0,0,0,0,1,
31,A,RA761,RA761,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/23/12,43.5,8/23/12,76,,86,10,0,7,,17,,65.805,451.657,275.666,425.413,246.866,453.171,219.788,18.491,397.793,124.751,391.802,109.527,449.659,115.243,1,0,0,0,0,1,
31,B,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,9,,16,,64.159,318.656,130.357,225.395,109.85,253.689,122.521,30,420.684,166.038,399.93,159.328,421.849,142.352,0,0,0,0,0,1,
31,C,TOBG,TOBG,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,16,,57.991,262.011,,296.749,,221.079,164.489,27.63,329.328,124.022,402.545,121.784,423.768,142.208,0,0,0,0,0,1,
31,D,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/18/12,,7/26/12,9.5,7/27/12,50,,58,8,0,5,,,F,58.889,103.711,64.45,94.606,58.745,101.571,63.268,43.828,,,,,,,1,0,0,0,0,1,
32,A,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/3/12,,0,0,0,1,,8/23/12,,8/29/12,,,81,,87,6,0,6,,13,,60.986,205.782,66.601,121.885,71.259,134.586,70.773,30,472.374,161.03,361.619,148.695,429.859,147.205,1,0,0,0,0,1,
32,B,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,0,0,1,1,,7/18/12,,7/23/12,0.5,7/25/12,49,,54,5,0,9,,,F,69.065,191.611,94.436,188.632,76.769,201.512,87.702,39.187,382.818,175.443,300.284,141.076,279.411,79.882,1,0,0,0,0,1,
32,C,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/29/12,,0,1,0,1,,8/29/12,,,,,92,,,,0,4,,12,,61.162,244.863,122.716,262.264,118.709,190.331,103.749,33.236,383.61,184.645,380.51,174.283,404.36,133.961,1,0,0,0,0,1,
32,D,SAESxMAES,SAESxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/25/12,12.3,7/30/12,48,,57,9,0,9,,,F,63.162,267.642,127.225,330.266,133.658,233.259,128.847,28,,,,,,,1,0,0,0,0,1,
32,E,BINY,BINY,1,weed,weed,5/25/12,6/1/12,,0,0,1,1,,7/16/12,,8/13/12,12.2,8/23/12,45,,73,28,0,7,,10,,57.139,164.054,71.118,167.807,91.708,153.72,51.589,51.13,131.219,62.069,204.063,72.513,164.361,64.887,0,0,0,0,0,1,
33,A,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,22,,53.157,406.111,162.249,397.45,164.449,369.332,171.715,22.162,328.545,144.541,362.342,201.339,396.846,214.193,0,0,0,0,0,1,
33,C,RA840,RA840,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/20/12,15.5,7/20/12,30,,52,22,0,7,,,F,63.964,304.465,168.659,310.624,232.924,,179.159,31,,,,,,,0,0,0,0,0,1,
33,D,RA264,RA264,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,9,,60.829,132.897,69.307,125.516,73.965,95.909,53.425,48.236,210.491,97.786,196.494,77.707,227.593,87.796,1,0,0,0,0,1,
33,E,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,4,,7,,62.492,125.636,61.753,70.23,39.303,,72.282,56.892,163.472,71.011,136.88,58.385,175.408,68.372,1,0,0,0,0,1,
34,A,BINYxMAES,BINYxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,8/1/12,,8/13/12,13.5,8/13/12,64,,76,12,0,7,,17,,64.132,250.907,129.085,208.058,91.918,242.82,122.33,26.064,254.873,118.807,351.445,114.173,298.683,106.267,0,0,0,0,0,1,
34,C,RA838-1,RA838-1,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/25/12,23.1,7/30/12,48,,57,9,0,7,,,F,63.642,395.817,166.755,401.404,151.972,434.326,143.023,29.325,,,,,,,1,0,0,0,0,1,
34,D,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,9,,23,,57.236,324.006,148.354,303.931,107.988,281.883,129.43,24.349,435.956,153.838,392.079,137.411,421.987,125.288,1,0,0,0,0,1,
34,E,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/3/12,,8/13/12,44.5,8/23/12,66,,76,10,0,5,,14,,59.903,303.462,151.513,304.859,117.189,,159.93,22.342,442.272,159.915,446.84,142.724,473.786,144.543,1,0,0,0,0,1,
35,A,RA215,RA215,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/26/12,18.5,7/30/12,48,,58,10,0,7,,,F,68.217,216.631,112.444,236.521,87.427,197.725,104.85,38.398,,,,,,,1,0,0,0,0,1,
35,B,AFFRxMAES,AFFRxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/13/12,,8/29/12,36.5,,73,,89,16,0,10,,19,,74.316,356.619,155.938,323.321,174.312,328.702,147.322,33.236,436.523,161.332,412.553,167.533,452.296,119.822,0,0,0,0,0,1,
35,C,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/4/12,6.3,7/25/12,30,,36,6,0,7,,,F,67.944,380.831,199.456,353.221,165.311,295.582,128.039,29.678,,,,,,,0,0,0,0,0,1,
35,D,RA503,RA503,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/23/12,,7/26/12,6.8,7/27/12,55,,58,3,0,7,,17,,58.903,296.836,136.069,280.943,124.754,238.459,113.767,21,,,,,,,0,0,0,0,0,1,
35,E,SAESxMAES,SAESxMAES_4,4,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,15,,65.393,267.159,112.407,167.663,91.413,220.746,60.015,40.374,343.683,126.11,380.585,151.214,346.544,132.092,1,0,0,0,0,1,
36,A,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,6,,14,,62.938,225.289,90.474,213.923,90.638,158.294,107.993,32,423.497,149.275,349.572,168.578,388.705,181.937,1,0,0,0,0,1,
36,B,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/13/12,24.8,8/13/12,76,,76,0,0,5,,8,,74.199,205.051,105.44,236.55,135.015,190.106,134.437,33,394.564,213.856,392.978,232.439,321.888,142.897,0,0,0,0,0,1,
36,C,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,10,,25,,69.296,367.692,133.821,307.85,132.436,292.378,154.211,18.236,384.036,112.263,391.623,108.679,363.374,120.052,0,0,0,0,0,1,
36,D,RA835,RA835,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/18/12,,8/13/12,16,8/13/12,49,,75,26,0,4,,5,,57.256,168.187,84.638,147.889,68.393,70.088,60.505,55.088,,,,,,,0,0,0,0,0,1,
37,B,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,0,1,0,1,,8/29/12,,,,,91,,,,0,8,,24,,66,383.841,125.054,326.451,139.961,324.82,130.171,29.423,378.098,155.938,411.201,117.861,412.569,116.498,0,0,0,0,0,1,
37,C,REIL,REIL,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/18/12,,7/23/12,8,7/27/12,50,,55,5,0,6,,,F,70.903,251.993,99.407,168.869,65.888,,,44.162,,,,,,,0,0,0,0,0,0,
37,D,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/6/12,15.5,7/18/12,30,,38,8,0,14,,,F,55.634,409.772,171.363,466.009,466.009,419.437,184.402,19.162,,,,,,,1,0,0,0,0,1,
37,E,SAESxMAES,SAESxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,7/30/12,,8/13/12,12,8/23/12,62,,76,14,0,10,,20,,60.236,325.389,154.25,435.028,158.218,384.658,,20,382.084,176.978,454.309,202.174,490.311,125.023,1,0,0,0,0,1,
38,A,BINYxMAES,BINYxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/23/12,,8/29/12,34.5,8/29/12,83,,89,6,0,7,,18,,62.454,361.385,154.279,389.011,144.578,231.117,126.828,27,482.081,149.264,457.238,115.328,487.64,154.734,0,0,0,0,0,1,
38,B,BINYxMAES,BINYxMAES_2,2,cross,cross,5/25/12,6/4/12,,0,0,1,1,,7/16/12,,7/25/12,29.1,7/27/12,42,,51,9,0,7,,,F,67.311,487.224,207.563,451.084,176.011,337.682,149.309,23.659,390.718,150.142,452.058,182.745,418.228,142.728,0,0,0,0,0,1,
38,C,WMBG,WMBG,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,11,,67.236,388.887,160.615,296.794,147.939,298.369,120.424,31,288.516,138.623,384.905,153.219,379.717,153.627,0,0,0,0,0,1,
38,D,BINYxMAES,BINYxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,8/1/12,,8/3/12,8.6,8/3/12,64,,66,2,0,6,,19,,56.217,378.366,209.325,436.299,204.422,267.937,93.012,25.236,537.185,152.556,552.573,171.614,529.078,151.61,0,0,0,0,0,1,
38,E,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,6,,6,,61.492,209.492,92.506,166.94,73.18,165.712,63.176,52.69,129.04,51.003,92.803,46.791,128.215,63.438,0,0,0,0,0,1,
39,A,SAES,SAES,1,lanmar,native,5/25/12,5/30/12,,0,0,1,1,,7/18/12,,7/25/12,36.3,7/30/12,49,,56,7,0,7,,,F,58.472,528.139,244.24,355.654,155.03,363.141,158.663,22.15,,,,,,,1,0,0,0,0,1,
39,B,BINY,BINY,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,7/15/12,,7/20/12,22,7/25/12,46,,51,5,0,6,,,F,67.162,337.122,156.124,251.293,133.061,265.725,132.248,27.162,,,,,,,0,0,0,0,0,0,
39,C,PG6,PG6,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/20/12,10.7,7/20/12,48,,52,4,0,6,,,F,67.747,201.038,75.834,162.471,66.954,158.352,78.521,35.187,,,,,,,0,0,0,0,0,0,
39,D,TOBG,TOBG,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,3,,10,,58.492,127.124,63.532,133.637,58.412,57.539,42.515,55.724,432.376,151.34,342.143,153.034,374.192,130.476,1,0,0,0,0,1,
39,E,RA402,RA402,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/23/12,20,7/25/12,43,,55,12,0,10,,,F,60,412.417,176.243,370.088,164.592,331.975,168.122,26.982,5.506,3.3,,,,,1,0,0,0,0,1,
40,A,MAES,MAES,1,maes,native,5/25/12,6/1/12,,0,0,1,1,,7/20/12,,7/27/12,14.5,7/27/12,49,,56,7,0,10,,21,,58.727,427.857,118.511,281.977,154.972,424.086,137.422,25.236,,,,,,,0,0,0,0,0,1,
40,B,REIL,REIL,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/18/12,12,7/25/12,30,,50,20,0,9,,,F,58.57797203,379.507,146.476,,119.265,181.723,57.941,40,,,,,,,0,0,0,0,0,1,
40,C,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,19,,70.472,495.187,232.804,396.167,239.84,,181.779,20.236,362.789,190.237,358.195,178.071,345.708,169.781,0,0,0,0,0,1,
41,A,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,20,,66.398,395.208,185.551,437.483,217.749,303.078,159.816,23,503.352,255.112,444.99,217.395,451.05,211.868,0,0,0,0,0,1,
41,B,RA475,RA475,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/20/12,12,7/27/12,48,,52,4,0,6,,,F,62.418,322.101,,248.494,157.634,210.045,119.312,37.678,407.298,121.052,496.55,145.206,490.061,110.638,0,0,0,0,0,1,
41,C,SAES,SAES,1,lanmar,native,5/25/12,5/29/12,,0,0,1,1,,7/16/12,5/28/13,7/23/12,41,7/27/12,48,,55,7,1,7,,,F,47.217,522.351,186.965,444.791,180.459,424.899,173.865,19,,,,,,,1,1,1,1,1,1,5/28/13
41,D,MAES,MAES,1,maes,native,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,8,,17,,57.642,318.647,129.696,321.264,98.25,270.54,89.634,37.443,432.486,189.286,336.721,138.096,394.834,170.226,0,0,0,0,0,1,
41,E,CBES,CBES,1,lanmar,native,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/23/12,36.4,8/23/12,76,,86,10,0,8,,12,,60.159,174.81,91.258,152.987,90.792,100.04,73.219,25.614,341.413,165.471,319.116,132.1,374.541,188.784,0,0,0,0,0,1,
42,A,BINYxMAES,BINYxMAES_2,2,cross,cross,5/25/12,6/3/12,,0,0,0,1,,8/13/12,,8/23/12,24.8,8/23/12,71,,81,10,0,6,,15,,71.648,369.743,178.075,323.978,195.508,381.648,180.686,28,373.827,149.673,336.927,161.506,409.973,149.233,0,0,0,0,0,1,
42,B,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,7/27/12,,8/29/12,24,8/29/12,59,,92,33,0,7,,13,,64,343.167,105.865,281.955,134.905,,136.165,41.256,499.52,237.967,608.266,206.169,462.922,159.596,0,0,0,0,0,1,
42,C,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,7/30/12,,8/13/12,30.5,8/13/12,62,,76,14,0,6,,14,,48.829,521.286,212.791,476.46,272.541,221.511,167.81,24.472,436.478,155.625,484.751,131.969,364.595,90.703,1,0,0,0,0,1,
42,D,RA761,RA761,1,unknown,unknown,5/25/12,5/29/12,,0,1,0,0,,5/13/13,,,,,349,,,,1,8,,18,,48.236,464.84,232.457,494.885,302.765,450.005,310.768,20.349,338.623,131.31,332.509,134.909,377.914,114.393,1,1,1,1,0,1,5/13/13
42,E,BINYxMAES,BINYxMAES_6,6,cross,cross,5/25/12,6/1/12,,0,0,0,1,,7/30/12,,8/3/12,13.2,8/3/12,59,,63,4,0,6,,24,,58.492,292.376,152.099,341.883,189.617,311.628,119.792,22.095,443.194,150.097,433.016,188.87,540.875,188.977,0,0,0,0,0,1,
43,A,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/29/12,,8/29/12,27,8/29/12,89,,89,0,0,8,,17,,61.455,449.708,177.248,454.796,136.585,335.872,134.393,23.236,387.708,148.223,455.391,166.587,499.187,187.056,0,0,0,0,0,1,
43,B,NZIL,NZIL_redos,1,confusus,native,5/25/12,6/3/12,,0,1,0,1,,9/12/12,,,,,101,,,,0,5,,14,,59.903,176.621,133.073,118.597,74.908,,160.579,49,247.376,106.409,359.613,149.47,309.797,106.511,0,0,0,0,0,1,
43,C,RA840,RA840,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,13.4,7/20/12,43,,52,9,0,7,,,F,60.865,531.156,247.97,424.433,154.245,,263.497,27.236,,,,,,,1,0,0,0,0,1,
43,D,BINYxMAES,BINYxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,0,1,1,,7/16/12,,7/23/12,12,8/23/12,47,,54,7,0,7,,,F,51.653,482.658,157.898,427.516,210.12,295.122,165.662,26.162,,,,,,,0,0,0,0,0,1,
43,E,RA761,RA761,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,16,,60.472,275.348,143.657,223.043,131.977,286.917,113.566,29.61,359.803,140.236,399.835,179.105,428.79,144.748,1,0,0,0,0,1,
44,A,BINY,BINY,1,weed,weed,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/20/12,22,7/20/12,40,,49,9,0,7,,,F,62.634,311.049,204.026,363.486,164.411,297.494,202.625,21.61,,,,,,,0,0,0,0,0,1,
44,C,RA835,RA835,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/2/12,4.2,7/25/12,30,,34,4,0,10,,,F,56.236,485.974,233.526,462.511,192.869,419.944,162.572,22.187,,,,,,,0,0,0,0,0,1,
44,D,PBFR,PBFR,1,lanmar,native,5/25/12,6/1/12,,0,1,0,0,,5/28/13,,,,,361,,,,1,13,,21,,56.492,390.476,115.7,347.457,151.686,344.723,143.356,24.236,321.022,144.708,418.51,91.111,383.035,156.16,1,1,1,1,1,0,5/28/13
44,E,WMBG,WMBG,1,europe,crop,5/25/12,5/29/12,,0,1,0,1,,9/12/12,,,,,106,,,,0,6,,13,,64.595,288.313,175.746,271.774,132.841,290.283,187.804,24.865,427.901,160.997,398.483,177.833,335.861,233.561,0,0,0,0,0,1,
45,A,RA444,RA444,1,unknown,unknown,5/25/12,5/30/12,,0,1,0,0,,5/13/13,,,,,348,,,,1,7,,11,,72,329.234,192.718,321.581,165.359,310.589,144.847,32,389.943,135.828,377.059,134.076,367.27,137.265,1,1,1,1,,1,5/13/13
45,B,RA432,RA432,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/3/12,,8/13/12,49,8/13/12,66,,76,10,0,6,,11,,72.396,347.202,213.573,369.798,201.954,402.313,160.973,22.162,460.55,182.775,419.913,169.364,434.098,193.703,1,0,0,0,0,1,
45,C,BINYxMAES,BINYxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,0,0,1,,7/27/12,,8/13/12,38.5,8/13/12,58,,75,17,0,7,,14,,60.208,322.045,183.38,309.156,158.467,243.51,161.469,28.236,360.951,147.237,330.5,131.884,320.929,165.4,0,0,0,0,0,1,
45,D,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/13/12,,8/13/12,2.5,8/23/12,73,,73,0,0,7,,16,,51.472,396.627,162.649,308.185,180.131,354.357,152.582,20,390.382,150.978,410.297,162.607,395.567,170.825,0,0,0,0,0,1,
45,E,RA787,RA787,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/26/12,,8/29/12,9.6,8/29/12,58,,92,34,0,3,,5,,66.925,64.157,37.957,93.923,30.16,71.749,21.249,60.088,4,3,,,,,0,0,0,0,0,1,
46,A,M3AU,M3,1,weed,weed,5/25/12,6/4/12,,0,0,1,1,,6/28/12,,7/2/12,6.7,7/25/12,24,,28,4,0,8,,,F,91.524,432.088,205.898,350.101,201.34,,,37,,,,,,,0,0,0,0,0,1,
46,B,RA432,RA432,1,unknown,unknown,5/25/12,5/30/12,,0,0,0,1,,8/23/12,,8/29/12,49.8,8/29/12,85,,91,6,0,7,,11,,,,,,,,,22.889,497.993,182.933,460.152,163.225,373.542,151.145,0,0,0,0,0,1,
46,C,RA838-1,RA838-1,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/1/12,,8/13/12,44.2,8/13/12,64,,76,12,0,9,,22,,44,618.65,258.694,507.242,232.881,430.196,241.342,25.491,410.63,162.98,417.119,129.217,474.944,164.925,1,0,0,0,0,1,
46,D,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,6,,58,345.789,183.994,354.593,148.32,314.638,124.144,45.457,390.844,178.536,435.353,231.262,343.309,188.823,0,0,0,0,0,1,
46,E,WMBG,WMBG,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,9,,64.065,199.635,90.776,158.304,73.168,,106.363,23.088,332.493,141.224,334.741,181.028,358.332,174.413,0,0,0,0,0,1,
47,A,RA444,RA444,1,unknown,unknown,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,8,,19,,62.472,462.755,204.507,441.964,182.138,404.737,158.206,27,469.406,153.055,481.724,120.665,448.182,165.998,1,0,0,0,0,1,
47,B,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,11,,20,,,,,,,,,28.187,425.998,139.347,418.778,126.723,490.438,166.799,0,0,0,0,0,1,
47,C,BINYxMAES,BINYxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/23/12,7.5,7/25/12,48,,55,7,0,6,,,F,61.737,357.494,184.935,367.494,167.832,,207.487,23.236,,,,,,,0,0,0,0,0,1,
47,D,AFFRxMAES,AFFRxMAES_3,3,cross,cross,5/25/12,6/4/12,,0,1,0,1,,9/12/12,,,,,100,,,,0,8,,18,,52.236,220.442,109.517,224.689,98.402,188.351,104.401,35.187,384.052,138.343,397.865,109.327,416.2,201.428,0,0,0,0,0,1,
48,A,TOBG,TOBG,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,21,,60.236,486.385,170.37,437.631,208.247,493.976,185.415,27.398,460.676,160.292,459.126,132.129,389.653,139.613,0,0,0,0,0,1,
48,B,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/29/12,17,8/29/12,76,,92,16,0,6,,15,,,,,,,,,29.981,521.337,181.754,468.265,161.902,521.407,135.413,0,0,0,0,0,1,
48,C,RA494,RA494,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,14,,59.236,405.081,184.05,373.775,169.176,352.317,164.766,34.015,315.651,129.105,439.06,137.38,296.31,122.49,0,0,0,0,0,1,
48,D,SAES,SAES,1,lanmar,native,5/25/12,5/29/12,,0,1,0,0,,5/13/13,,,,,349,,,,1,6,,12,,49.824,420.817,190.49,336.644,136.561,300.953,128.905,22.187,401.623,179.237,553.057,214.241,554.151,205.327,1,1,1,,,1,5/3/13
48,E,RA173,RA173,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/23/12,5.5,7/25/12,43,,55,12,0,7,,,F,60.236,179.974,69.004,126.1,66.133,,45.213,26.596,2.828,3.534,,,,,0,0,0,0,0,0,
49,A,SAESxMAES,SAESxMAES_1,1,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,17,,60.398,341.282,139.953,380.98,129.729,315.763,120.242,21.187,551.759,176.052,494.01,179.05,475.879,162.1,1,0,0,0,0,1,
49,C,PBFR,PBFR,1,lanmar,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,16,,64.909,404.131,174.684,412.681,160.22,252.797,115.829,31.236,486.662,176.597,419.995,169.923,420.265,103.161,1,0,0,0,0,1,
49,D,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/23/12,,8/29/12,28,8/29/12,83,,89,6,0,0,,20,,44.634,,135.568,,154.545,,,17.236,443.47,90.857,445.827,90.099,454.733,117.089,0,0,0,0,0,1,
49,E,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,0,0,1,1,,7/11/12,,7/25/12,6.5,8/23/12,42,,56,14,0,8,,,F,57.903,315.282,118.229,287.124,111.836,301.935,101.389,24.292,3.3,5.54,,,,,0,0,0,0,0,1,
50,A,RA219,RA219,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/16/12,,7/25/12,10.5,7/30/12,47,,56,9,0,6,,,F,71.817,366.056,184.543,469.398,182.505,224.58,129.496,47,,,,,,,0,0,0,0,0,1,
50,B,RA444,RA444,1,unknown,unknown,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,7,,20,,,,,,,,,25,462.525,112.423,417.935,155.875,455.958,132.582,1,0,0,0,0,1,
50,C,MAES,MAES,1,maes,native,5/25/12,6/4/12,,0,0,0,1,,8/13/12,,8/13/12,14,8/13/12,70,,70,0,0,10,,25,,59.398,59.199,272.407,133.592,291.506,153.144,368.143,24,435.395,117.555,437.537,130.921,386.431,113.733,0,0,0,0,0,1,
50,D,PBFR,PBFR,1,lanmar,native,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,9,,15,,53.472,427.092,191.966,375.01,194.423,360.004,136.989,23,548.085,192.655,554.977,156.402,524.269,199.175,1,0,0,0,0,1,
50,E,BINYxMAES,BINYxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,1,0,1,,8/29/12,,,,,89,,,,0,8,,17,,71.157,173.323,108.901,200.607,93.713,189.602,92.063,22.496,354.021,153.754,379.571,158.009,304.616,120.774,0,0,0,0,0,1,
51,A,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,7,,75.903,314.401,187.356,394.86,184.026,353.897,158.374,50.187,402.079,281.468,383.512,218.249,365.626,269.349,0,0,0,0,0,1,
51,B,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,1,0,1,,9/12/12,,,,,103,,,,0,8,,19,,52,465.401,228.457,497.892,185.094,448.348,149.886,25.678,393.513,114.482,492.512,118.924,430.503,120.085,0,0,0,0,0,1,
51,C,NZIL,NZIL_redos,1,confusus,native,5/25/12,6/1/12,,0,0,1,1,,7/23/12,,7/30/12,13.5,7/30/12,52,,59,7,0,6,,18,,59.708,297.101,160.989,270.733,134.518,192.565,110.856,26.236,376.119,172.04,373.407,162.404,371.878,164.135,0,0,0,0,0,0,
