Row,Column,Code,Planting_Code,germ_group,subpop,group,Planting_Date,Germ_Date,Died_By,Died_before_bolting,Died_before_flowering,Bolt_before_7_26,Bolt_before_Winter,Dead_7_1_12,Bolted_Date,second_bolt,Flowering_Date,Height_1st_Flower_cm,Date_Blossom_Collected,Days_Germ_to_Bolt,Died_from_winter,Days_Germ_to_Flow,Days_Bolt_Flower,Survive_winter,6_28_Leaf_Number_Josh,No_data_6_28,7_26_Leaf_Number_Josh,No_data_7_26,6_28_Rosette_Leaf_Scale,6_28_L1L,6_28_L1W,6_28_L2L,6_28_L2W,6_28_L3L,6_28_L3W,7_26_Rosette_Leaf_Scale,7_26_L1L,7_26_L1W,7_26_L2L,7_26_L2W,7_26_L3L,7_26_L3W,Alive_1_5_13,Alive_4_17_13,Alive_5_3_13,Alive_5_13_13,Alive_5_28_13,Tissue_Sample,SpringAliveDate
7,C,BINYxMAES,BINYxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/23/12,5.5,7/25/12,40,,52,12,0,7,,,F,65.395,321.801,134.401,329.115,147.474,248.834,120.545,26.472,,,,,,,0,0,0,0,0,1,
7,D,RA835,RA835,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/11/12,,7/20/12,3,7/20/12,42,,51,9,0,8,,,F,60.654,265.515,133.633,243.667,150.417,283.632,136.108,32.162,,,,,,,0,0,0,0,0,1,
7,E,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/23/12,,7/26/12,31.9,7/27/12,54,,57,3,0,6,,,F,54.065,411.834,174.667,334.492,186.812,358.543,189.246,12.606,1.414,1.491,,,,,1,0,0,0,0,1,
8,A,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/16/12,35,7/18/12,43,,48,5,0,7,,,F,56.983,470.926,258.6,427.222,218.587,244.637,192.365,25.064,,,,,,,1,0,0,0,0,1,
8,B,RA475,RA475,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/23/12,,7/27/12,6.1,7/27/12,55,,59,4,0,9,,22,,62.472,498.515,190.484,419.436,209.166,408.907,185.706,30.162,414.828,180.137,352.736,145.296,362.074,146.824,0,0,0,0,0,1,
8,D,MAES,MAES,1,maes,native,5/25/12,5/30/12,,0,0,1,1,,7/26/12,,7/30/12,2.4,7/30/12,57,,61,4,0,9,,26,,54.719,430.146,142.935,406.021,124.423,345.509,122.842,27.162,420.599,136.879,505.387,182.992,427.143,130.119,0,0,0,0,0,1,
9,A,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/1/12,,8/13/12,10.2,8/13/12,61,,73,12,0,10,,21,,53.903,441.766,158.591,443.256,216.858,484.666,134.293,22.653,403.595,120.092,435.795,158.583,392.57,145.022,0,0,0,0,0,1,
9,C,RA402,RA402,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/11/12,,7/16/12,18.2,7/18/12,42,,47,5,0,9,,,F,48.492,569.252,288.885,487.526,266.846,421.167,250.638,21.162,,,,,,,1,0,0,0,0,1,
9,D,AFFRxMAES,AFFRxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/27/12,3.7,8/3/12,40,,56,16,0,7,,15,,51.162,140.434,72.976,133.595,68.08,179.449,47.309,39.679,444.301,184.851,444.83,215.49,424.201,137.692,0,0,0,0,0,1,
9,E,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/29/12,54,8/29/12,76,,92,16,0,7,,10,,53.829,363.86,199.309,269.623,181.56,,176.188,22,448.503,224.642,244.919,148.792,343.942,177.524,0,0,0,0,0,1,
10,A,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/23/12,,7/30/12,45.8,8/3/12,54,,61,7,0,7,,23,,54.828,477.437,232.299,400.376,203.54,303.71,137.435,24.162,583.025,150.538,517.758,128.147,563.866,199.15,1,0,0,0,0,1,
10,B,PBFR,PBFR,1,lanmar,native,5/25/12,5/30/12,,0,1,0,0,,5/13/13,,,,,348,,,,1,8,,19,,52,447.675,191.329,458.945,157.806,399.414,197.224,23,494.064,146.939,417.163,111.833,435.056,182.779,1,1,1,1,1,1,5/28/13
10,C,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,0,1,0,1,,9/12/12,,,,,105,,,,0,8,,19,,58.654,246.709,112.448,224.994,118.084,,145.672,31.187,347.061,134.191,298.801,114.627,359.983,118.519,1,0,0,0,0,1,
10,D,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/23/12,48,,76,,86,10,0,5,,8,,49.829,282.519,149.626,219.608,109.193,,129.205,38.236,386.853,262.82,341.971,180.495,313.232,138.72,0,0,0,0,0,1,
11,B,RA265,RA265,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,16,,62.236,367.896,185.718,291.785,174.686,302.424,145.04,34.319,468.5,163.87,,,,,1,0,0,0,0,1,
11,C,RA226,RA226,1,unknown,unknown,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,8,,9,,62.157,263.347,104.037,251.472,114.779,192.458,116.219,51.647,200.885,112.18,163.87,80.286,174.131,90.801,1,0,0,0,0,1,
11,D,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/13/12,,8/13/12,16,8/23/12,73,,73,0,0,7,,16,,47.491,389.62,180.27,354.866,148.836,376.996,204.43,17.492,432.3,207.139,459.246,212.61,436.338,221.417,0,0,0,0,0,1,
11,E,AL,AL,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,7/11/12,,7/16/12,14.5,7/18/12,42,,47,5,0,9,,,F,64.482,574.313,246.965,435.884,219.939,443.445,201.524,29.253,9.325,9.935,,,,,0,0,0,0,0,1,
12,B,RA840,RA840,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,15.8,7/25/12,43,,52,9,0,8,,,F,54.236,468.15,222.847,477.892,264.34,428.457,159.068,21,,,,,,,1,0,0,0,0,1,
12,C,AL,AL,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,6/28/12,,7/2/12,4,7/25/12,29,,33,4,0,6,,,F,70.375,265.981,129.533,264.695,136.522,229.429,156.588,44.032,,,,,,,0,0,0,0,0,1,
12,D,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/3/12,,0,1,0,1,,8/29/12,,,,,87,,,,0,9,,25,,54.654,389.872,140.81,342.621,125.901,299.436,127.934,23,373.698,117.314,391.597,114.659,408.804,148.82,0,0,0,0,0,1,
13,A,PG6,PG6,1,weed,weed,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/20/12,16.5,7/25/12,40,,49,9,0,6,,,F,58.556,381.117,109.279,500.4,199.573,409.631,156.195,24.236,,,,,,,0,0,0,0,0,1,
13,B,RA494,RA494,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/29/12,,9/12/12,35.5,,92,,106,14,0,11,,16,,63.492,396.319,132.08,368.236,166.16,431.606,169.996,24,363.727,172.675,445.017,121.258,405.055,119.133,0,0,0,0,0,1,
13,C,RA264,RA264,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/18/12,,8/13/12,26.5,8/13/12,50,,76,26,0,8,,15,,67.727,233.202,96.804,216.887,118.468,217.08,115.281,53.236,331.534,121.881,288.987,117.651,335.424,124.086,0,0,0,0,0,1,
13,D,AL,AL,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,7/16/12,,7/23/12,15,7/27/12,47,,54,7,0,5,,,F,57.332,127.168,83.076,,91.236,117.216,52.957,37.595,,,,,,,0,0,0,0,0,1,
13,E,RA838-1,RA838-1,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,10,,32,,48,407.58,171.066,426.553,114.9,432.987,163.616,18.658,444.656,97.432,475.084,128.193,378.169,120.384,1,0,0,0,0,0,
14,A,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,10,,21,,55,416.32,146.302,419.163,147.984,352.772,130.276,23.491,429.1,140.036,472.469,113.829,407.451,126.522,0,0,0,0,0,1,
14,C,SAESxMAES,SAESxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,0,0,1,,8/13/12,,8/23/12,14.5,8/23/12,75,,85,10,0,11,,22,,65.256,502.402,207.653,463.739,195.72,446.613,157.549,22,347.974,145.194,442.735,126.187,385.074,129.412,1,0,0,0,0,1,
14,D,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,10,,54.398,249.845,122.659,228.526,,,,46.458,346.82,208.49,382.025,169.967,344.425,231.756,0,0,0,0,0,1,
14,E,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/16/12,14.5,7/18/12,43,,48,5,0,9,,,F,57,361.363,192.783,462.44,183.25,397.609,196.704,25.977,7.586,4,,,,,0,0,0,0,0,1,
15,A,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/18/12,4,7/18/12,43,,50,7,0,10,,,F,56.321,409.252,238.425,372.017,229.89,491.546,186.367,27.187,,,,,,,0,0,0,0,0,1,
15,B,RA840,RA840,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/25/12,21.3,8/3/12,43,,57,14,0,8,,,F,58.903,572.918,324.696,422.574,131.399,355.793,108.401,28.32,,,,,,,1,0,0,0,0,1,
15,C,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/29/12,,0,1,0,0,,5/13/13,,,,,349,,,,1,6,,16,,65,267.758,86.864,340.121,142.523,,146.387,27.828,363.06,157.233,452.904,150.275,470.601,167.489,1,1,1,1,0,1,5/13/13
15,D,RA444,RA444,1,unknown,unknown,5/25/12,6/3/12,,1,1,,0,,,,,,,,1,,,0,10,,20,,59.561,198.135,105.053,185.459,103.281,,85.723,31.187,339.538,111.203,323.009,130.02,339.172,117.081,1,0,0,0,0,1,
15,E,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/29/12,,9/12/12,37.3,,89,,103,14,0,9,,17,,54.236,365.241,192.638,342.486,183.782,320.395,181.08,25.79,374.991,155.336,309.574,146.177,423.664,185.251,1,0,0,0,0,1,
16,A,RA215,RA215,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/25/12,12.1,7/27/12,43,,57,14,0,8,,,F,52.32,531.502,281.376,491.512,198.849,425.899,179.169,28,,,,,,,0,0,0,0,0,1,
16,B,RA264,RA264,1,unknown,unknown,5/25/12,5/30/12,,0,0,0,1,,8/23/12,,8/23/12,21.8,,85,,85,0,0,12,,18,,63.325,258.208,101.508,223.905,77.706,284.477,71.283,48.423,406.471,152.947,426.511,157.376,426.374,147.454,0,0,0,0,0,1,
16,C,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/13/12,25.2,8/23/12,76,,76,0,0,8,,28,,68.737,483.953,176.408,504.918,160.935,357.242,154.091,30.585,404.273,132.534,438.491,140.182,418.282,156.102,0,0,0,0,0,1,
16,D,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,6,,53.256,149.259,117.965,154.774,98.682,,70.572,46.236,280.991,120.548,266.68,172.007,327.162,150.97,1,0,0,0,0,1,
17,A,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/23/12,,8/13/12,31,8/13/12,55,,76,21,0,7,,22,,56.747,491.904,159.533,398.413,176.512,346.729,125.889,28.187,523.037,164.717,630.053,144.193,539.647,110.939,0,0,0,0,0,1,
17,B,WMBG,WMBG,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,13,,62,448.522,197.914,399.109,135.29,,219.82,35.727,386.467,197.793,419.243,188.397,365.389,200.149,0,0,0,0,0,1,
17,C,PBFR,PBFR,1,lanmar,native,5/25/12,5/30/12,,0,1,0,0,,5/13/13,,,,,348,,,,1,7,,18,,59.829,362.695,150.576,362.072,152.793,292.37,91.413,26.941,347.037,127.387,414.082,129.665,382.02,127.753,1,1,1,1,,1,5/13/13
17,D,RA503,RA503,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,16,,62.903,177.858,75.317,147.372,72.168,149.878,,28,394.32,89.148,304.755,77.399,313.029,88.222,0,0,0,0,0,1,
17,E,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/13/12,6.8,7/20/12,43,,45,2,0,10,,,F,63.065,403.427,206.335,368.757,155.412,362.483,154.474,20.838,7.684,4.64,,,,,0,0,0,0,0,1,
18,A,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,9,,66.301,201.736,166.195,292.912,181.095,239.628,136.224,30,241.855,130.314,271.556,125.514,275.663,145.788,0,0,0,0,0,1,
18,B,RA215,RA215,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/25/12,17,7/25/12,30,,57,27,0,7,,,F,67.381,343.355,183.128,357.188,170.453,396.705,182.987,37.187,,,,,,,0,0,0,0,0,1,
18,C,RA503,RA503,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/23/12,7.5,,76,,86,10,0,6,,19,,66.561,236.568,84.07,220.168,71.619,210.941,61.879,47.084,348.589,55.601,366.007,77.62,335.642,55.533,0,0,0,0,0,1,
18,D,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,5,,67.903,198.291,95.382,229.695,136.192,167.71,114.811,52.211,202.832,118.055,252.419,193.38,243.53,144.079,0,0,0,0,0,1,
19,A,SAESxMAES,SAESxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,8/29/12,,8/29/12,5,8/29/12,92,,92,0,0,7,,15,,71.256,197.07,65.408,196.558,81.229,162.38,86.436,30.653,373.786,179.168,342.596,126.775,380.469,106.949,1,0,0,0,0,1,
19,B,SAESxMAES,SAESxMAES_1,1,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,18,,68.328,569.361,184.798,492.328,233.481,515.386,197.16,22.653,356.616,110.163,388.185,138.592,408.71,143.421,1,0,0,0,0,1,
19,C,SAESxMAES,SAESxMAES_5,5,cross,cross,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,6,,18,,61.689,305.024,99.231,268.974,110.348,290.922,122.229,29.398,420.873,161.034,372.424,131.469,426.605,175.001,0,0,0,0,0,1,
19,D,SAES,SAES,1,lanmar,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,1,5,,11,,57.883,245.095,134.248,252.443,85.488,237.393,113.475,29,540.705,157.964,506.809,232.06,514.522,219.087,1,1,1,1,0,1,5/13/13
19,E,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,0,0,1,1,,7/23/12,,7/30/12,17.9,7/30/12,55,,62,7,0,6,,14,,63.829,377.488,173.954,293.123,157.749,321.246,145.331,30.457,376.488,235.686,315.124,197.429,324.016,190.403,0,0,0,0,0,1,
20,A,BINYxMAES,BINYxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/23/12,6,7/25/12,40,,52,12,0,5,,,F,69.491,263.362,91.28,145.826,68.823,,,29.187,,,,,,,0,0,0,0,0,1,
20,B,M3AU,M3,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/20/12,6.5,7/20/12,30,,52,22,0,7,,,F,65,218.592,91.089,176.263,104.379,,,39.099,,,,,,,0,0,0,0,0,1,
20,C,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/23/12,,8/23/12,24.5,8/23/12,83,,83,0,0,6,,14,,59.236,193.004,95.269,155.142,81.612,188.567,104.12,32.325,502.696,268.124,410.58,150.193,404.88,195.049,1,0,0,0,0,1,
20,D,RA264,RA264,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/23/12,,8/23/12,7.7,,86,,86,0,0,8,,17,,74.654,160.829,65.145,204.676,103.792,,77.724,44,402.893,184.308,432.241,146.161,407.358,124.357,1,0,0,0,0,1,
20,E,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,10,7/20/12,43,,52,9,0,8,,,F,61.218,155,108.128,163.403,78.512,194.6,95.204,35.729,2.466,1.414,,,,,1,0,0,0,0,1,
21,A,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,10,,21,,59,492.474,206.02,428.197,187.28,370.197,203.321,23,485.905,206.199,464.065,207.287,503.987,258.163,0,0,0,0,0,1,
21,B,SAES,SAES,1,lanmar,native,5/25/12,5/29/12,,0,0,1,1,,7/16/12,5/28/13,7/25/12,48.1,7/27/12,48,,57,9,1,8,,,F,51,469.784,179.072,421.242,151.948,362.535,141.972,22,,,,,,,1,1,1,1,1,1,5/28/13
21,C,NZIL,NZIL_redos,1,confusus,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,3,,5,,66.829,67.469,46.55,86.434,48.858,,,53.162,103.458,43.936,74.281,33.267,88.416,42.262,0,0,0,0,0,1,
21,D,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,11,,22,,53.829,496.165,260.735,484.761,204.136,413.866,163.076,19,402.514,191.859,452.736,185.526,351.131,145.908,0,0,0,0,0,1,
21,E,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/3/12,,0,1,0,1,,9/12/12,,,,,101,,,,0,7,,9,,57.829,119.185,57.022,137.416,55.838,103.63,58.119,50.033,274.487,87.866,252.394,129.216,300.976,115.848,1,0,0,0,0,1,
22,A,RA444,RA444,1,unknown,unknown,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,1,7,,15,,63.472,355.504,150.579,315.492,123.355,302.208,142.293,39.398,409.972,192.34,382.615,154.533,431.708,166.976,1,1,1,0,0,1,5/3/13
22,B,AFFR,AFFR,1,weed,weed,5/25/12,5/30/12,,0,0,0,1,,8/23/12,,8/29/12,23.5,8/29/12,85,,91,6,0,8,,13,,61.398,268.307,111.996,242.05,106.343,245.139,93.185,39.828,395.207,184.556,405.863,184.279,406.511,199.757,1,0,0,0,0,1,
22,C,RA215,RA215,1,unknown,unknown,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/25/12,26.2,7/25/12,40,,54,14,0,8,,,F,50.653,455.679,182.284,415.126,195.82,448.203,161.643,27,2.236,,,,,,1,0,0,0,0,1,
22,D,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/23/12,32.2,8/23/12,76,,86,10,0,10,,19,,57.535,352.172,118.714,305.81,115.266,268.605,131.701,27.398,389.292,132.953,399.831,151.15,445.333,174.991,0,0,0,0,0,1,
22,E,REIL,REIL,1,weed,weed,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/13/12,5.5,8/29/12,76,,76,0,0,5,,7,,61.923,223.876,80.611,83.751,45.295,,38.991,39.28,346.049,125.875,365.994,149.604,345.391,162.017,0,0,0,0,0,1,
23,A,AFFRxMAES,AFFRxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,1,0,1,,8/29/12,,,,,89,,,,0,9,,22,,64.065,256.436,110.435,246.922,85.616,209.248,94.872,32.187,464.429,105.847,442.578,132.093,400.262,127.3,0,0,0,0,0,1,
23,B,SAESxMAES,SAESxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,0,1,1,,7/16/12,,7/25/12,6.2,7/27/12,47,,56,9,0,8,,,F,53.398,312.567,149.246,296.261,111.83,293.825,148.207,23.256,,,,,,,1,0,0,0,0,1,
23,C,RA475,RA475,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/29/12,,8/29/12,3,8/29/12,92,,92,0,0,5,,12,,58.708,184.085,66.479,218.686,98.56,160.165,62.477,27.398,311.427,107.187,350.719,150.291,349.57,132.47,0,0,0,0,0,1,
23,D,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,17,,61.369,306.847,128.093,233.128,101.812,,115.256,37,420.297,151.259,402.226,144.481,421.305,162.354,1,0,0,0,0,1,
23,E,GMIL,GMIL,1,rostratus,native,5/25/12,5/29/12,,0,0,0,1,,8/13/12,,8/23/12,11.8,8/23/12,76,,86,10,0,8,,19,,57.903,196.472,93.287,228.288,113.523,252.556,103.334,40.44,416.156,139.776,407.697,182.073,341.501,144.044,0,0,0,0,0,1,
24,A,CBES,CBES,1,lanmar,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,13,,68.472,286.422,128.289,221.864,110.105,272.02,104.167,31,409.228,165.696,388.373,179.592,436.917,205.429,1,0,0,0,0,1,
24,B,MAES,MAES,1,maes,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,19,,60.738,234.963,104.359,236.107,85.942,201.151,73.277,40.472,373.771,113.858,348.12,122.584,309.192,113.701,1,0,0,0,0,1,
24,C,MAES,MAES,1,maes,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,15,,58.492,199.179,115.472,183.022,78.599,219.178,77.955,40.846,287.721,100.101,319.813,128.22,249.698,126.861,1,0,0,0,0,1,
24,D,RA402,RA402,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,22.8,7/25/12,43,,52,9,0,8,,,F,56,415.034,194.56,400.436,196.617,323.467,162.829,22,1,,,,,,0,0,0,0,0,1,
24,E,M3AU,M3,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,6/28/12,,7/20/12,7.2,7/20/12,29,,51,22,0,8,,,F,58.797,407.442,249.136,404.125,188.026,359.896,180.031,29.087,1.414,4.714,,,,,0,0,0,0,0,1,
25,A,NZIL,NZIL_redos,1,confusus,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,3,,5,,70.708,35.461,24.447,,,,,46.162,68.43,40.737,66.959,30.447,63.396,31.685,0,0,0,0,0,1,
25,B,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,7,,13,,68.634,259.426,71.929,232.026,79.311,143.861,52.074,43.187,395.474,176.273,357.271,129.165,356.58,142.566,1,0,0,0,0,1,
25,C,PBFR,PBFR,1,lanmar,native,5/25/12,5/29/12,,0,1,0,0,,5/13/13,,,,,349,,,,1,5,,14,,56,170.02,73.581,198.458,86.9,132.166,83.705,39.162,422.894,185.266,396.488,141.672,440.031,174.368,1,1,1,,,1,5/3/13
25,D,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,10,,20,,54.236,326.223,130.183,312.966,87.063,260.803,87.811,26,355.34,105.757,417.481,114.158,445.106,138.832,1,0,0,0,0,1,
25,E,SAES,SAES,1,lanmar,native,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,5,,12,,65.217,232.769,123.749,273.079,137.907,202.833,98.466,31.658,432.612,169.62,466.636,263.835,398.383,216.743,1,0,0,0,0,1,
26,A,SAES,SAES,1,lanmar,native,5/25/12,6/3/12,,1,1,,0,,,,,,,,1,,,0,4,,16,,61.727,420.011,178.194,371.33,155.128,393.514,146.698,23,343.309,162.627,431.426,199.366,406.093,188.431,1,0,0,0,0,1,
26,B,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,5,,68,251.435,,247.758,119.491,213.212,152.744,47.349,291.906,201.775,302.669,145.47,338.754,172.944,0,0,0,0,0,1,
26,D,AFFRxMAES,AFFRxMAES_2,2,cross,cross,5/25/12,6/4/12,,0,1,0,1,,9/12/12,,,,,100,,,,0,7,,16,,52.256,220.809,91.355,168.522,62.427,188.875,70.121,34.491,399.28,153.621,251.88,121.351,393.876,125.335,1,0,0,0,0,1,
27,A,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/13/12,,8/23/12,12,8/29/12,73,,83,10,0,7,,15,,60.642,317.76,153.508,320.405,143.618,259.914,105.187,25.236,452.247,198.487,444.632,137.902,434.085,134.138,1,0,0,0,0,1,
27,B,RA264,RA264,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/4/12,2.7,8/13/12,30,,36,6,0,7,,,F,66.708,280.95,109.108,252.457,112.787,173.468,119.127,47.236,364.016,127.03,301.173,86.162,240.334,101.924,0,0,0,0,0,1,
27,D,AFFR,AFFR,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/4/12,6.1,7/20/12,30,,36,6,0,8,,,F,58.236,295.18,121.914,291.675,119.378,218.577,64.446,48.991,,,,,,,0,0,0,0,0,0,
28,A,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,0,1,,9/12/12,,9/12/12,8,,103,,103,0,0,6,,14,,67.065,151.792,78.277,127.533,60.463,,,35.064,439.018,162.25,430.823,119.214,426.546,163.048,1,0,0,0,0,1,
28,B,BINYxMAES,BINYxMAES_2,2,cross,cross,5/25/12,5/30/12,,0,0,0,1,,8/29/12,,8/29/12,22.7,8/29/12,91,,91,0,0,5,,16,,81.435,,141.821,176.644,80.161,153.205,97.496,41,450.349,217.385,364.513,164.854,464.424,197.129,1,0,0,0,0,1,
28,C,BINYxMAES,BINYxMAES_6,6,cross,cross,5/25/12,6/1/12,,0,0,1,1,,7/16/12,,8/13/12,13.8,8/13/12,45,,73,28,0,6,,13,,57.545,240.97,120.181,234.458,116.59,178.643,82.157,33.162,350.006,146.064,444.089,138.182,432.485,152.795,0,0,0,0,0,1,
28,D,SAESxMAES,SAESxMAES_4,4,cross,cross,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,15,,56.492,370.086,132.324,427.435,131.335,349.76,82.22,22,426.402,122.19,399.392,113.003,435.52,117.988,0,0,0,0,0,1,
28,E,RA835,RA835,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/20/12,10.5,7/20/12,48,,52,4,0,8,,,F,56.923,462.903,229.918,394.529,171.603,336.216,143.694,25.804,1,1.491,,,,,0,0,0,0,0,1,
29,A,SAESxMAES,SAESxMAES_4,4,cross,cross,5/25/12,5/29/12,,0,0,0,1,,8/3/12,,8/13/12,23.4,8/23/12,66,,76,10,0,9,,22,,71.892,438.997,191.364,426.701,194.219,361.555,214.276,17.236,441.653,167.581,430.005,197.741,396.774,148.447,0,0,0,0,0,1,
29,B,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,7/27/12,,8/13/12,11.8,8/13/12,59,,76,17,0,4,,15,,69.695,,,,,,,47.162,263.833,100.156,282.026,91.874,215.643,66.012,1,0,0,0,0,1,
29,C,RA835,RA835,1,unknown,unknown,5/25/12,6/1/12,,0,0,1,1,,7/18/12,,8/13/12,10,8/13/12,47,,73,26,0,7,,13,,58.964,219.005,113.764,225.004,73.408,217.848,78.861,39,207.214,69.665,248.154,94.887,273.759,83.151,0,0,0,0,0,1,
