Pop,ID,sire,dam,OrigSireID,OrigDamID,sib,block_9,blockNum,FlwrPos,PetLen,PetWid,Tube,ShrtFil,LongFil,Pistil,ovules,plantingDate,germTime,germ2flwr,plant2Flwr,NumVernal,DaysVernal,1stFlwrHgt_cm,LeafNum,Measurer
BINY,844,1151,1153,33,36,a,3,58,3,10.78,8.93,11.7576,10.1841,12.1966,14.3104,10,8-Jul-04,4,24,28,0,0,22.5,4,Steve
BINY,829,1146,1159,28,45,d,2,16,11,9.98,9.08,10.4137,8.5105,10.2903,14.6363,8,8-Jul-04,4,24,28,0,0,22.6,5,Steve
BINY,819,1144,1146,25,28,b,1,2,3,8.32,6.61,11.1882,10.0216,12.1364,15.3142,8,8-Jul-04,4,24,28,0,0,22,4,Steve
BINY,871,1161,1131,48,4,a,5,113,3,10.6,8.15,13.2012,10.3253,13.3287,15.62,9,8-Jul-04,4,24,28,0,0,39,5,Steve
BINY,836,1148,1150,30,32,c,4,68,5,9.38,7.29,12.0764,8.6261,11.6667,12.8822,8,8-Jul-04,5,24,29,0,0,14.5,5,Steve
BINY,784,1133,1134,9,12,a,3,50,7,8,7.99,11.7181,8.2838,12.3973,12.6646,8,8-Jul-04,4,25,29,0,0,25,5,Steve
BINY,783,1132,1134,5,12,d,4,76,7,9.45,8,11.5689,9.9913,12.304,14.9981,6,8-Jul-04,4,25,29,0,0,28,5,Steve
BINY,851,1153,1154,36,38,d,3,62,5,9.29,7.12,13.0197,10.0917,13.4447,16.2714,9,8-Jul-04,4,25,29,0,0,19,5,Steve
BINY,771,1129,1130,2,3,d,1,30,6,8.02,8.16,10.4421,7.374,10.8488,11.9545,7,8-Jul-04,5,25,30,0,0,19,4,Steve
BINY,822,1145,1148,26,30,a,8,135,8,10.63,7.45,12.0412,9.6416,12.2466,14.2845,7,8-Jul-04,5,25,30,0,0,35,4,Steve
BINY,838,1149,1155,31,39,a,2,20,8,8.78,6.15,9.6195,7.3603,10.3888,10.5418,9,8-Jul-04,4,26,30,0,0,28,6,Steve
BINY,847,1151,1153,33,36,d,5,102,5,.,.,11.8476,8.0488,11.9068,10.8298,9,8-Jul-04,4,26,30,0,0,16.8,.,Steve
BINY,778,1131,1133,4,9,c,6,115,12,9.69,8.44,11.9291,9.2017,12.408,11.491,6,8-Jul-04,4,26,30,0,0,36,5,Steve
BINY,800,1139,1145,20,26,b,6,104,10,8.79,6.86,9.5338,7.4052,9.6173,12.5372,6,8-Jul-04,4,26,30,0,0,27,4,Steve
BINY,864,1158,1157,44,41,a,5,105,10,9.97,8.24,11.7656,8.9739,12.5874,13.206,8,8-Jul-04,4,26,30,0,0,36.5,5,Steve
BINY,826,1146,1159,28,45,a,9,156,4,10.42,8.12,9.7196,8.3213,10.1132,13.7596,7,8-Jul-04,4,26,30,0,0,26,3,Steve
BINY,801,1139,1145,20,26,d,8,147,8,10.81,9.56,11.2523,8.9687,11.4015,14.9043,8,8-Jul-04,4,26,30,0,0,29,4,Steve
BINY,769,1129,1130,2,3,b,4,55,4,8.84,7.69,11.2876,9.1043,11.4652,15.9015,9,8-Jul-04,4,26,30,0,0,22.6,5,Steve
BINY,806,1141,1143,22,24,a,2,15,5,11.51,10.04,12.0948,9.8917,12.0763,17.283,8,8-Jul-04,4,26,30,0,0,25,4,Steve
BINY,789,1134,1136,12,15,b,5,94,7,11.33,8.75,13.0174,9.9307,13.2476,14.3764,6,8-Jul-04,6,26,32,0,0,33,4,Steve
BINY,876,1163,1128,50,1,c,7,130,9,8.21,7.58,10.9864,7.9871,10.4552,11.9635,7,8-Jul-04,5,27,32,0,0,40,5,Steve
BINY,846,1151,1153,33,36,c,9,41,5,10.7,7.96,9.8757,7.7472,11.0657,12.2058,10,8-Jul-04,4,28,32,0,0,29.5,5,Steve
BINY,814,1143,1147,24,29,a,7,138,4,7.98,8.07,11.2752,8.4521,11.2497,12.2981,8,8-Jul-04,4,28,32,0,0,32,5,Steve
BINY,859,1156,1157,40,41,d,2,28,5,9.49,9.35,11.709,8.8434,11.7388,12.9907,5,8-Jul-04,4,28,32,0,0,36.5,5,Steve
BINY,803,1140,1141,21,22,b,3,49,5,10.13,7.6,11.0151,8.2396,11.3741,13.118,8,8-Jul-04,4,28,32,0,0,27,5,Steve
BINY,804,1140,1141,21,22,c,2,36,6,10.49,7.7,11.3726,8.4662,11.4112,13.3003,5,8-Jul-04,4,28,32,0,0,21.5,5,Steve
BINY,805,1140,1141,21,22,d,4,48,4,10.74,8.22,12.0091,9.098,12.4705,13.3171,4,8-Jul-04,4,28,32,0,0,20,5,Steve
BINY,823,1145,1148,26,30,b,3,78,3,10.33,7.15,11.7751,10.006,11.7315,13.7376,9,8-Jul-04,4,28,32,0,0,26,4,Steve
BINY,797,1138,1137,19,18,c,2,11,4,11.51,9.73,11.8487,9.2028,12.4614,15.33,8,8-Jul-04,4,28,32,0,0,37.5,5,Steve
BINY,820,1144,1146,25,28,c,2,12,3,10.35,7.71,11.818,10.7035,12.3119,16.0748,7,8-Jul-04,4,28,32,0,0,39,5,Steve
BINY,850,1153,1154,36,38,c,7,118,5,8.8,5.54,11.952,8.1746,12.1335,11.8459,10,8-Jul-04,4,29,33,0,0,25,7,Steve
BINY,856,1156,1157,40,41,a,3,45,3,10.83,9.28,10.6219,8.6381,10.3212,12.9518,7,8-Jul-04,4,29,33,0,0,34,5,Steve
BINY,802,1140,1141,21,22,a,6,107,4,10.41,7.78,12.0323,9.3387,12.8468,13.0729,7,8-Jul-04,4,29,33,0,0,30,7,Steve
BINY,877,1163,1128,50,1,d,4,79,4,9.9,8.14,10.1384,8.5239,11.4928,13.3698,8,8-Jul-04,4,29,33,0,0,22.5,5,Steve
BINY,764,1128,1129,1,2,a,6,108,4,8.58,8.13,11.4502,8.6304,11.5414,14.4598,8,8-Jul-04,4,29,33,0,0,32,7,Steve
BINY,818,1144,1146,25,28,a,7,121,4,10.24,8.16,12.3583,10.1281,12.1802,15.926,7,8-Jul-04,4,29,33,0,0,31,5,Steve
BINY,855,1154,1160,38,46,d,8,132,7,7.79,5.87,10.4517,9.0041,11.4612,13.1881,6,8-Jul-04,4,30,34,0,0,39.7,6,Steve
BINY,845,1151,1153,33,36,b,3,61,3,9.74,8.34,12.6517,10.5361,12.793,14.4566,9,8-Jul-04,4,30,34,0,0,29.5,5,Steve
BINY,766,1128,1129,1,2,c,2,35,3,8.71,7.74,9.5282,8.1186,10.0034,11.3917,7,8-Jul-04,5,30,35,0,0,41,6,Steve
BINY,852,1154,1160,38,46,a,1,1,6,11.52,9.08,12.7567,9.0696,12.5219,15.9133,6,8-Jul-04,5,30,35,0,0,40,7,Steve
BINY,857,1156,1157,40,41,b,5,90,5,8.65,6.83,11.0035,8.0202,10.725,12.4049,7,8-Jul-04,4,31,35,0,0,51,5,Steve
BINY,768,1129,1130,2,3,a,5,85,6,8.9,8.23,10.7784,8.23,10.6806,12.291,9,8-Jul-04,7,29,36,0,0,16.9,7,Steve
BINY,858,1156,1157,40,41,c,2,24,5,10.39,9.93,12.1851,9.1923,12.2618,14.3634,4,8-Jul-04,4,32,36,0,0,48,7,Steve
BINY,827,1146,1159,28,45,b,9,40,7,9.53,8.46,8.8676,7.016,9.2154,14.5358,9,8-Jul-04,4,32,36,0,0,35,4,Steve
BINY,811,1142,1144,23,25,b,2,7,3,7.75,5.87,10.4124,8.5495,10.8734,12.8608,8,8-Jul-04,7,31,38,0,0,25.7,6,Steve
BINY,813,1142,1144,23,25,d,1,29,4,10.08,9.21,11.1782,9.0774,10.9359,14.649,8,8-Jul-04,17,22,39,0,0,26,4,Steve
BINY,788,1134,1136,12,15,a,4,52,4,10.61,8.48,11.7093,7.9246,11.7168,13.9358,9,8-Jul-04,12,27,39,0,0,28,4,Steve
BINY,808,1141,1143,22,24,c,7,145,5,10.25,7.33,11.8155,9.4376,12.2785,15.2022,8,8-Jul-04,10,29,39,0,0,38,4,Steve
BINY,840,1149,1155,31,39,c,7,125,4,9.13,8.7,9.9388,7.008,10.3155,13.299,4,8-Jul-04,9,30,39,0,0,41,9,Steve
BINY,812,1142,1144,23,25,c,8,120,4,10.76,9.23,10.7485,9.2138,11.179,14.0203,5,8-Jul-04,5,34,39,0,0,51,6,Steve
BINY,853,1154,1160,38,46,b,9,38,5,9.8,9.3,11.7064,7.5604,10.7186,12.8544,.,8-Jul-04,4,35,39,0,0,57,7,.
BINY,830,1147,1158,29,44,a,1,9,4,11.37,6.9,12.3549,8.9183,12.176,14.674,9,8-Jul-04,4,35,39,0,0,39,8,Steve
BINY,809,1141,1143,22,24,d,5,114,3,10.85,9.33,11.643,9.3255,12.4276,15.8912,11,8-Jul-04,4,35,39,0,0,48,7,Steve
BINY,807,1141,1143,22,24,b,8,144,7,11.2,8.96,11.4976,8.5898,12.2225,15.2151,8,8-Jul-04,10,30,40,0,0,43,5,Steve
BINY,767,1128,1129,1,2,d,9,44,8,8.39,7.74,9.9533,8.0512,10.3199,11.2719,4,8-Jul-04,9,31,40,0,0,50,6,Steve
BINY,798,1138,1137,19,18,d,7,150,8,9.69,9.83,11.732,9.4391,12.7691,16.9201,7,8-Jul-04,6,34,40,0,0,46,7,Steve
BINY,837,1148,1150,30,32,d,5,97,10,8.99,7.42,11.1972,8.6141,10.6981,11.0706,5,8-Jul-04,5,35,40,0,0,44,8,Steve
BINY,815,1143,1147,24,29,b,6,84,x4,9.03,7.73,10.7847,9.2507,11.4343,14.7019,6,8-Jul-04,5,35,40,0,0,43,6,Allison
BINY,834,1148,1150,30,32,a,5,86,8,8.04,6.77,9.1414,7.1499,9.2425,8.9504,5,8-Jul-04,4,36,40,0,0,40,7,Steve
BINY,779,1131,1133,4,9,d,1,21,7,10.34,9.08,11.3517,9.6521,12.5093,11.44,7,8-Jul-04,4,36,40,0,0,43,8,Steve
BINY,765,1128,1129,1,2,b,2,4,7,9.19,6.47,9.8818,8.0348,10.7623,12.1148,2,8-Jul-04,4,36,40,0,0,58,8,Steve
BINY,787,1133,1134,9,12,d,7,129,5,9.18,7.78,12.7923,10.1331,12.4094,14.3112,8,8-Jul-04,5,37,42,0,0,53.6,6,Allison
BINY,849,1153,1154,36,38,b,6,100,7,8.43,8.07,11.3449,8.2371,11.7751,11.7545,9,8-Jul-04,5,38,43,0,0,31.6,7,Allison
BINY,867,1158,1157,44,41,d,9,37,4,9.6,7.48,11.268,9.479,11.4468,13.5812,8,8-Jul-04,5,38,43,0,0,48.4,9,Allison
BINY,866,1158,1157,44,41,c,6,83,3,8.87,6.94,11.7108,8.9886,11.5507,11.6098,5,8-Jul-04,4,39,43,0,0,40,8,Steve
BINY,873,1161,1131,48,4,c,2,8,7,10.63,7.35,11.9534,8.71,12.2002,13.242,5,8-Jul-04,4,39,43,0,0,38,8,Steve
BINY,821,1144,1146,25,28,d,9,42,9,10.94,8.32,11.4495,8.4072,11.9546,14.6883,7,8-Jul-04,4,39,43,0,0,34,9,Steve
BINY,777,1131,1133,4,9,b,7,149,4,9.1,7.92,13.7045,10.7258,14.3332,12.6503,7,8-Jul-04,4,42,46,0,0,45,8,Steve
BINY,785,1133,1134,9,12,b,7,133,8,8.6692,8.0804,10.3662,7.6587,11.2746,12.5149,8,8-Jul-04,17,33,50,0,0,51,6,Steve
BINY,843,1150,1151,32,33,d,4,64,3,7.2223,4.4933,8.0558,5.609,7.064,7.8498,6,8-Jul-04,4,46,50,0,0,32,5,Steve
BINY,860,1157,1161,41,48,a,1,26,10,10.15,9.39,12.038,8.9019,12.0383,11.7988,10,8-Jul-04,4,46,50,0,0,54,9,Steve
BINY,833,1147,1158,29,44,d,6,91,8,9.8,8.25,12.0544,8.972,11.3318,11.3839,8,8-Jul-04,6,45,51,0,0,41.1,9,Allison
BINY,861,1157,1161,41,48,b,7,117,5,7.5,6.63,11.5342,9.8512,12.0433,13.7477,8,8-Jul-04,4,49,53,0,0,42.7,10,Steve
BINY,839,1149,1155,31,39,b,9,39,7,9.35,6.17,12.6987,10.2894,13.2439,14.0618,7,8-Jul-04,7,48,55,0,0,54.5,10,Allison
BINY,791,1134,1136,12,15,d,6,87,4,11.32,7.75,11.7547,10.0155,12.5714,14.4488,9,8-Jul-04,31,25,56,0,0,33.3,4,Allison
BINY,790,1134,1136,12,15,c,2,3,3,11.08,8.17,11.1755,8.3471,11.3685,13.8588,8,8-Jul-04,31,28,59,0,0,37.4,5,Allison
BINY,868,1159,1135,45,13,a,3,65,6,9.28,6.32,10.4977,9.0374,11.4462,14.2566,7,8-Jul-04,31,29,60,0,0,31.6,5,Allison
BINY,794,1136,1139,15,20,d,6,88,3,8.95,7.67,11.4598,8.1107,10.6451,12.3538,4,8-Jul-04,33,28,61,0,0,28.8,4,Allison
BINY,870,1159,1135,45,13,d,8,139,7,9.96,7.41,10.6325,8.8284,11.8757,14.6602,8,8-Jul-04,31,30,61,0,0,19.6,4,Allison
BINY,872,1161,1131,48,4,b,6,112,x3,9.99,7.1,11.1305,8.1176,11.0252,12.4105,6,8-Jul-04,8,53,61,0,0,27.7,9,Allison
BINY,854,1154,1160,38,46,c,5,98,3,8.01,6.48,11.1701,8.5469,12.018,14.7788,7,8-Jul-04,31,34,65,0,0,42.7,3,Allison
BINY,862,1157,1161,41,48,c,4,60,19,10.35,7.65,11.3969,9.9894,12.3569,12.4207,4,8-Jul-04,31,49,80,0,0,54.2,8,Allison
BINY,832,1147,1158,29,44,c,6,111,3,10.58,7.12,11.2914,8.8038,11.8987,13.9525,6,8-Jul-04,53,37,90,0,0,18.7,5,Allison
BINY,786,1133,1134,9,12,c,8,151,4,9.26,6.51,12.6948,10.6499,13.6354,14.0215,10,8-Jul-04,52,43,95,0,0,47.7,4,Allison
BINY,875,1163,1128,50,1,a,5,82,4,9.64,7.54,10.8182,9.831,12.0405,14.5462,8,8-Jul-04,50,45,95,0,0,42.6,5,Allison
BINY,869,1159,1135,45,13,c,1,34,x5,9.17,6.64,8.7243,7.6694,9.8378,15.6881,7,8-Jul-04,71,35,106,0,0,28.6,4,Allison
BINY,782,1132,1134,5,12,c,1,6,6,10.57,7.31,12.5227,8.188,11.6703,11.3615,9,8-Jul-04,5,.,.,.,.,.,.,Steve
BINY,863,1157,1161,41,48,d,5,93,x3,9.15,8,10.7344,8.8333,11.56,11.6419,7,8-Jul-04,5,.,.,.,.,42.9,4,Steve
BINY,774,1130,1132,3,5,c,7,146,x3,9.06,6.75,10.9608,8.874,11.5893,12.7965,10,8-Jul-04,5,.,.,.,.,28.6,4,Steve
BINY,796,1138,1137,19,18,b,2,27,4,8.84,7.58,10.055,8.2674,10.9432,12.9439,6,8-Jul-04,4,.,.,.,.,36.5,4,Steve
BINY,865,1158,1157,44,41,b,7,137,x3,8.83,8.41,11.4193,9.9519,12.2681,13.6372,7,8-Jul-04,71,.,.,.,.,.,10,Allison
BINY,781,1132,1134,5,12,b,3,66,x2,8.85,7.28,11.9263,9.797,12.2583,13.8259,10,8-Jul-04,5,.,.,.,.,33.8,5,Steve
BINY,825,1145,1148,26,30,d,5,81,x4,10.37,7.02,11.3451,10.5124,11.3646,13.8773,6,8-Jul-04,5,.,.,.,.,31.6,5,Steve
BINY,817,1143,1147,24,29,d,7,134,6,8.98,6.28,10.465,9.2659,11.3795,14.5205,10,8-Jul-04,54,.,.,.,.,.,6,Allison
COAU,215,944,945,47,48,d,3,66,x2,8.72,5.91,12.3227,9.6872,13.0207,13.6651,9,8-Jul-04,4,19,23,0,0,21.9,4,Steve
COAU,80,905,906,1,2,b,8,136,6,8.41,5.95,12.3691,9.084,11.5743,11.9477,11,8-Jul-04,4,20,24,0,0,15.5,6,Steve
COAU,135,921,922,20,21,a,8,140,5,10.58,6.94,12.3478,9.2421,11.1038,13.1225,6,8-Jul-04,4,20,24,0,0,22.6,4,Steve
COAU,188,936,937,35,36,d,7,129,8,9.22,7.08,10.814,7.8752,10.9841,13.397,9,8-Jul-04,4,20,24,0,0,18,6,Steve
COAU,194,938,940,37,39,b,7,122,6,10.24,6.7,11.3725,7.225,10.5066,13.4219,8,8-Jul-04,4,20,24,0,0,22.1,4,Steve
COAU,141,922,924,21,23,c,4,55,3,11.12,6.26,12.6916,9.7519,12.6378,13.9544,9,8-Jul-04,4,20,24,0,0,16,.,Steve
COAU,190,937,938,36,37,b,8,120,5,10.53,6.22,12.2132,9.6667,12.3056,14.036,8,8-Jul-04,4,20,24,0,0,16,4,Steve
COAU,174,932,933,31,32,d,4,72,5,10.9,6.96,12.2023,9.8553,12.6254,14.6874,8,8-Jul-04,4,20,24,0,0,24.2,4,Steve
COAU,79,905,906,1,2,a,8,124,5,9.15,5.06,13.3453,9.6269,13.047,11.8806,9,8-Jul-04,4,21,25,0,0,17.2,4,Steve
COAU,178,934,941,33,43,a,7,118,5,.,.,11.7142,9.2237,12.0068,12.0659,6,8-Jul-04,4,21,25,0,0,15.5,6,Steve
COAU,112,915,916,13,14,a,7,137,3,8.35,6.15,12.0485,8.7103,11.3124,12.0906,11,8-Jul-04,4,21,25,0,0,23,3,Steve
COAU,193,938,940,37,39,a,1,18,3,10.53,6.17,11.8712,10.1573,12.6598,12.2029,7,8-Jul-04,4,21,25,0,0,22,4,Steve
COAU,166,929,930,28,29,d,1,1,x1,9.64,6.82,11.8931,9.8374,12.6944,12.5391,10,8-Jul-04,4,21,25,0,0,18,4,Steve
COAU,195,938,940,37,39,c,1,13,4,9.61,6.52,11.4271,8.4835,11.6622,13.2811,8,8-Jul-04,4,21,25,0,0,19.5,4,Steve
COAU,85,907,908,3,4,c,5,114,6,7.97,6.48,13.2127,10.7573,12.9692,13.5278,8,8-Jul-04,4,21,25,0,0,16.5,.,Steve
COAU,165,929,930,28,29,c,7,134,5,11.06,7.5,13.8458,9.6861,12.9133,13.9176,10,8-Jul-04,4,21,25,0,0,21,5,Steve
COAU,161,928,946,27,49,c,3,69,5,10.99,7.23,11.3511,8.6601,11.315,14.0709,10,8-Jul-04,4,21,25,0,0,14.5,3,Steve
COAU,142,922,924,21,23,d,7,142,3,10.32,6.66,13.6487,10.0682,13.5125,14.3533,10,8-Jul-04,4,21,25,0,0,28.2,5,Steve
COAU,191,937,938,36,37,c,4,60,3,9.48,6.55,11.9878,9.574,12.3065,14.3703,10,8-Jul-04,4,21,25,0,0,15.5,.,Steve
COAU,212,944,945,47,48,a,9,155,3,7.95,5.37,11.9829,8.3558,11.3003,14.4781,12,8-Jul-04,4,21,25,0,0,25.2,2,Steve
COAU,83,907,908,3,4,a,6,107,5,9.04,8.09,13.3543,10.2702,12.8524,14.5002,8,8-Jul-04,4,21,25,0,0,19,.,Steve
COAU,151,926,927,25,26,a,6,108,4,9.47,6.93,11.3916,8.6376,11.8383,14.982,11,8-Jul-04,4,21,25,0,0,13.3,.,Steve
COAU,213,944,945,47,48,b,7,145,3,9.79,5.74,11.7769,8.0904,11.0215,15.1682,11,8-Jul-04,4,21,25,0,0,23,4,Steve
COAU,99,911,912,8,10,b,5,109,3,7.96,5.73,10.4352,7.6829,10.9419,10.791,11,8-Jul-04,4,22,26,0,0,19.5,.,Steve
COAU,140,922,924,21,23,b,3,50,3,9.16,6.29,11.1598,8.7911,11.3917,11.9868,8,8-Jul-04,4,22,26,0,0,20,7,Steve
COAU,139,922,924,21,23,a,7,149,7,10.72,6.97,13.1624,10.0666,12.9584,12.2843,7,8-Jul-04,4,22,26,0,0,22.5,4,Steve
COAU,210,943,907,45,3,c,6,99,3,9.91,7.71,15.1855,10.5287,14.2559,12.5088,9,8-Jul-04,4,22,26,0,0,17,13,Steve
COAU,136,921,922,20,21,b,7,130,4,8.13,7.07,12.7014,9.6172,12.2324,12.5313,8,8-Jul-04,4,22,26,0,0,14.6,6,Steve
COAU,90,908,915,4,13,d,8,131,5,.,.,11.2138,7.862,11.6728,12.5904,10,8-Jul-04,4,22,26,0,0,29.3,4,Steve
COAU,107,913,914,11,12,c,1,17,4,.,.,11.686,8.6718,11.3874,13.0868,11,8-Jul-04,4,22,26,0,0,17,.,Steve
COAU,126,918,935,16,34,d,2,4,5,10.9,6.35,11.2391,9.2974,11.4083,13.094,9,8-Jul-04,4,22,26,0,0,18,4,Steve
COAU,84,907,908,3,4,b,2,28,3,8.67,6.48,11.9009,8.5209,11.9997,13.5853,7,8-Jul-04,4,22,26,0,0,14,4,Steve
COAU,199,939,946,38,49,c,4,80,3,9.23,5.8,11.198,8.4834,11.5727,13.6479,12,8-Jul-04,4,22,26,0,0,17.5,5,Steve
COAU,93,909,911,6,8,c,3,46,4,11.22,6.76,13.8266,11.2144,14.5619,13.7735,10,8-Jul-04,4,22,26,0,0,19.5,5,Steve
COAU,189,937,938,36,37,a,5,105,3,.,.,11.4935,8.8566,11.7538,13.9522,9,8-Jul-04,4,22,26,0,0,10.5,.,Steve
COAU,181,934,941,33,43,d,5,89,3,9.29,6.16,12.933,8.0864,11.6058,14.6093,10,8-Jul-04,4,22,26,0,0,21.2,.,Steve
COAU,86,907,908,3,4,d,4,75,3,9.26,6.21,14.4804,10.3896,14.0218,14.7436,8,8-Jul-04,4,22,26,0,0,22.5,3,Steve
COAU,114,915,916,13,14,c,6,100,7,10.52,6.97,13.4446,10.2743,14.021,14.8379,10,8-Jul-04,4,22,26,0,0,23.5,4,Steve
COAU,124,918,935,16,34,a,1,21,3,10.8,7.1,11.2218,8.8549,11.6681,15.3453,10,8-Jul-04,4,22,26,0,0,13,4,Steve
COAU,130,919,920,18,19,d,3,73,4,9.14,6.86,11.9838,9.0407,11.8409,15.5045,8,8-Jul-04,4,22,26,0,0,15,4,Steve
COAU,98,911,912,8,10,a,4,56,4,9.79,7.22,13.5726,10.0488,13.4988,16.3258,10,8-Jul-04,4,22,26,0,0,16.7,6,Steve
COAU,164,929,930,28,29,b,9,37,3,9.46,6.33,11.6326,8.8982,11.8947,15.1731,8,8-Jul-04,5,22,27,0,0,17.3,4,Steve
COAU,116,916,917,14,15,a,2,16,3,7.52,5.21,10.5092,7.032,9.2326,10.8004,7,8-Jul-04,4,23,27,0,0,20,4,Steve
COAU,160,928,946,27,49,b,4,47,3,9.58,7.93,10.99,7.9002,10.79,11.0587,11,8-Jul-04,4,23,27,0,0,16,5,Steve
COAU,173,932,933,31,32,c,5,110,4,8.58,5.87,11.0528,8.0289,11.486,11.411,11,8-Jul-04,4,23,27,0,0,19,5,Steve
COAU,156,927,929,26,28,b,1,9,3,8.21,5.84,11.4518,8.5546,11.8894,11.5456,10,8-Jul-04,4,23,27,0,0,20,5,Steve
COAU,81,905,906,1,2,c,7,126,4,7.54,5.91,12.9097,8.9415,12.7313,11.7286,10,8-Jul-04,4,23,27,0,0,15,6,Steve
COAU,169,930,931,29,30,d,6,112,3,.,.,11.3488,7.5632,11.2009,12.2831,9,8-Jul-04,4,23,27,0,0,16.5,5,Steve
COAU,102,912,913,10,11,a,4,59,3,8.72,6.09,11.7901,8.4172,11.6204,12.3123,8,8-Jul-04,4,23,27,0,0,18,5,Steve
COAU,101,911,912,8,10,d,2,24,3,7.71,4.99,11.0497,8.2997,11.7046,12.4721,10,8-Jul-04,4,23,27,0,0,23,5,Steve
COAU,106,913,914,11,12,a,5,113,3,9.91,7.25,12.3988,10.3866,12.9758,12.6596,9,8-Jul-04,4,23,27,0,0,29,4,Steve
COAU,108,914,919,12,18,a,6,91,4,8.74,7.91,11.2208,8.5582,11.5147,12.7135,9,8-Jul-04,4,23,27,0,0,30,5,Steve
COAU,131,920,921,19,20,a,9,154,3,8.14,5.96,11.3717,9.0474,11.894,12.9093,10,8-Jul-04,4,23,27,0,0,22.3,4,Steve
COAU,118,916,917,14,15,c,8,148,4,.,.,11.4139,9.534,12.2026,12.9315,10,8-Jul-04,4,23,27,0,0,32.8,4,Steve
COAU,122,917,918,15,16,c,8,127,3,.,.,12.6449,9.202,12.4602,13.1303,11,8-Jul-04,4,23,27,0,0,18,5,Steve
COAU,111,914,919,12,18,d,8,147,10,9.86,6.18,12.6333,9.0483,12.6011,13.735,9,8-Jul-04,4,23,27,0,0,19,4,Steve
COAU,97,910,923,7,22,c,5,97,3,.,.,12.9362,9.902,13.2114,13.9653,12,8-Jul-04,4,23,27,0,0,26.5,5,Steve
COAU,88,908,915,4,13,b,3,74,4,9.34,6.77,11.8997,9.5223,12.2803,14.0088,8,8-Jul-04,4,23,27,0,0,25,5,Steve
COAU,121,917,918,15,16,b,2,20,5,10.67,4.91,12.749,9.6002,13.1575,14.0229,10,8-Jul-04,4,23,27,0,0,15,6,Steve
COAU,197,939,946,38,49,a,7,121,3,8.9,6.23,11.4285,9.0449,12.1649,14.5341,10,8-Jul-04,4,23,27,0,0,16.5,5,Steve
COAU,162,928,946,27,49,d,6,116,3,.,.,11.6401,9.2591,11.9914,14.7348,11,8-Jul-04,4,23,27,0,0,13.3,6,Steve
COAU,87,908,915,4,13,a,7,125,3,7.57,6.67,12.394,8.4793,11.8502,14.9445,12,8-Jul-04,4,23,27,0,0,29,4,Steve
COAU,216,945,905,48,1,a,1,2,3,9.93,6.01,12.6968,9.3629,13.5693,15.2177,9,8-Jul-04,4,23,27,0,0,18.5,5,Steve
COAU,202,941,942,43,44,b,2,15,4,10.55,5.77,12.6802,9.6807,12.9108,15.5511,7,8-Jul-04,4,23,27,0,0,21,3,Steve
COAU,187,936,937,35,36,c,5,98,3,9.01,6.9,11.9952,9.0564,12.9267,16.2086,10,8-Jul-04,4,23,27,0,0,15,5,Steve
COAU,217,945,905,48,1,b,2,23,7,11,5.78,12.5281,11.0968,14.2567,15.434,10,8-Jul-04,6,22,28,0,0,12.5,4,Steve
COAU,180,934,941,33,43,c,2,19,4,9.32,5.94,11.8343,7.8199,11.3596,10.7822,9,8-Jul-04,4,24,28,0,0,11,4,Steve
COAU,158,927,929,26,28,d,5,102,3,8.83,7.11,12.2717,9.4062,12.3866,11.3206,8,8-Jul-04,4,24,28,0,0,20,5,Steve
COAU,120,917,918,15,16,a,8,123,3,.,.,12.0497,9.355,12.1531,11.7123,10,8-Jul-04,4,24,28,0,0,20.5,5,Steve
COAU,117,916,917,14,15,b,5,82,6,9.37,5.78,12.5635,10.038,12.407,12.3255,10,8-Jul-04,4,24,28,0,0,20.6,5,Steve
COAU,144,923,928,22,27,b,1,10,3,10.24,6.25,12.6383,9.5965,11.7914,12.3739,10,8-Jul-04,4,24,28,0,0,22.5,4,Steve
COAU,205,942,943,44,45,b,1,29,3,11.16,7.73,13.6038,9.8219,14.4333,12.4336,12,8-Jul-04,4,24,28,0,0,15.4,5,Steve
COAU,92,909,911,6,8,b,7,117,3,8.61,6.52,12.6613,9.3,12.6463,12.6388,9,8-Jul-04,4,24,28,0,0,15.5,4,Steve
COAU,128,919,920,18,19,b,8,139,4,9.19,6.82,11.5419,8.2658,11.4216,12.75,11,8-Jul-04,4,24,28,0,0,24,4,Steve
COAU,103,912,913,10,11,b,4,71,3,9.61,6.95,12.6087,9.4006,13.1951,12.9908,10,8-Jul-04,4,24,28,0,0,21,5,Steve
COAU,209,943,907,45,3,b,1,30,3,10.64,7.91,11.7691,8.5614,10.8003,13.0281,9,8-Jul-04,4,24,28,0,0,13,3,Steve
COAU,192,937,938,36,37,d,7,141,3,10.04,7.41,12.8253,9.9338,13.6191,13.5461,11,8-Jul-04,4,24,28,0,0,16,4,Steve
COAU,179,934,941,33,43,b,6,111,3,.,.,12.0745,9.3262,11.5544,13.6741,8,8-Jul-04,4,24,28,0,0,18,3,Steve
COAU,154,926,927,25,26,d,9,156,4,9.79,7.13,12.0193,8.8272,12.0292,13.74,9,8-Jul-04,4,24,28,0,0,16,4,Steve
COAU,175,933,934,32,33,a,1,33,3,9.08,5.7,11.3718,9.6108,12.7943,13.7774,10,8-Jul-04,4,24,28,0,0,16,5,Steve
