Pop,ID,sire,dam,OrigSireID,OrigDamID,sib,block_9,blockNum,FlwrPos,PetLen,PetWid,Tube,ShrtFil,LongFil,Pistil,ovules,plantingDate,germTime,germ2flwr,plant2Flwr,NumVernal,DaysVernal,1stFlwrHgt_cm,LeafNum,Measurer
COAU,204,942,943,44,45,a,5,94,3,.,.,12.3302,9.1664,12.2501,14.4626,10,8-Jul-04,4,24,28,0,0,21,4,Steve
COAU,148,925,926,24,25,b,5,90,3,8.23,7,13.4283,9.6469,13.5659,15.3293,9,8-Jul-04,4,24,28,0,0,22.5,5,Steve
COAU,171,932,933,31,32,a,4,51,4,9.41,6.96,11.514,9.2551,12.5692,16.262,10,8-Jul-04,4,24,28,0,0,23,4,Steve
COAU,172,932,933,31,32,b,4,68,6,9.59,6.35,10.72,8.0275,11.6336,13.1327,10,8-Jul-04,6,23,29,0,0,18,4,Steve
COAU,152,926,927,25,26,b,2,11,7,10.59,8.08,13.2731,10.2899,14.262,12.866,11,8-Jul-04,5,24,29,0,0,19.5,5,Steve
COAU,155,927,929,26,28,a,1,26,4,10.23,7.12,11.0869,7.9854,10.8267,10.8267,9,8-Jul-04,4,25,29,0,0,17,4,Steve
COAU,143,923,928,22,27,a,1,5,6,9.5,6.68,14.0055,8.975,11.8995,11.2243,8,8-Jul-04,4,25,29,0,0,20,4,Steve
COAU,147,925,926,24,25,a,1,14,6,9.1,6.66,13.3969,8.9024,12.8787,12.7076,8,8-Jul-04,4,25,29,0,0,21,4,Steve
COAU,153,926,927,25,26,c,2,7,8,9.7,6.54,13.0095,9.1484,13.4541,13.0686,9,8-Jul-04,4,25,29,0,0,15,.,Steve
COAU,218,945,905,48,1,c,2,31,3,9.92,5.52,12.6044,9.3821,12.2306,13.1304,13,8-Jul-04,4,25,29,0,0,14,5,Steve
COAU,206,942,943,44,45,c,3,53,5,10.44,7.47,13.008,9.6474,13.5602,13.6996,12,8-Jul-04,4,25,29,0,0,16.5,5,Steve
COAU,109,914,919,12,18,b,7,146,4,8.94,7.01,12.9112,8.5693,12.4579,11.0435,12,8-Jul-04,10,20,30,0,0,20.5,2,Steve
COAU,211,943,907,45,3,d,7,133,4,10.98,7.65,13.3956,9.7886,13.5134,10.7168,10,8-Jul-04,4,26,30,0,0,14.5,6,Steve
COAU,167,930,931,29,30,a,4,64,4,8.23,6.73,14.2198,9.7632,13.8322,11.8085,8,8-Jul-04,4,26,30,0,0,16,5,Steve
COAU,133,920,921,19,20,c,6,87,9,8.68,5.77,11.9645,9.2047,12.2442,12.2542,8,8-Jul-04,4,26,30,0,0,31,5,Steve
COAU,110,914,919,12,18,c,3,58,5,8.14,6.91,11.283,8.593,11.0966,12.6989,8,8-Jul-04,4,26,30,0,0,18,5,Steve
COAU,127,919,920,18,19,a,8,143,10,10.58,7.01,12.4491,8.7893,12.3644,12.9655,11,8-Jul-04,4,26,30,0,0,23,5,Steve
COAU,203,941,942,43,44,c,6,84,4,8.32,6.44,12.7776,8.2066,12.3761,13.9324,7,8-Jul-04,4,26,30,0,0,20,4,Steve
COAU,159,928,946,27,49,a,9,42,3,10.58,7.65,12.4129,9.3998,12.2751,14.4172,8,8-Jul-04,4,26,30,0,0,15.5,4,Steve
COAU,208,943,907,45,3,a,4,76,3,10.42,8.5,14.3496,13.4381,15.1167,15.0198,11,8-Jul-04,4,26,30,0,0,19.5,5,Steve
COAU,214,944,945,47,48,c,9,39,3,12.1,3.76,13.2761,10.1493,14.5518,15.0402,9,8-Jul-04,4,26,30,0,0,25,4,Steve
COAU,94,909,911,6,8,d,4,63,5,9.79,5.61,13.281,10.1871,14.1833,17.1165,11,8-Jul-04,4,26,30,0,0,23.5,6,Steve
COAU,157,927,929,26,28,c,4,52,4,10.81,7.18,12.6705,9.879,12.7339,11.1916,9,8-Jul-04,4,28,32,0,0,23,3,Steve
COAU,113,915,916,13,14,b,8,152,6,10.02,7.57,12.7085,9.5125,13.3063,12.0138,11,8-Jul-04,4,28,32,0,0,42,4,Steve
COAU,138,921,922,20,21,d,6,95,7,10.12,7.06,12.8476,9.7566,12.8017,12.7349,9,8-Jul-04,4,28,32,0,0,21,3,Steve
COAU,186,936,937,35,36,b,6,88,4,11.15,8.03,10.3212,8.0651,11.1553,14.0254,12,8-Jul-04,4,28,32,0,0,18.5,4,Steve
COAU,185,936,937,35,36,a,8,128,5,10.67,6.86,12.7023,9.1585,12.6311,15.0232,10,8-Jul-04,4,28,32,0,0,14,5,Steve
COAU,196,938,940,37,39,d,2,3,7,8.4,6.16,12.8242,10.0436,13.2706,16.7614,8,8-Jul-04,4,28,32,0,0,21,5,Steve
COAU,115,915,916,13,14,d,9,43,3,12.44,8.51,13.6478,10.3791,13.2359,17.1076,10,8-Jul-04,4,28,32,0,0,42,5,Steve
COAU,146,923,928,22,27,d,3,57,8,12.06,8.55,12.8038,9.9998,12.6125,.,7,8-Jul-04,4,28,32,0,0,19,5,Steve
COAU,219,946,947,49,50,a,1,22,3,10.62,8.53,11.5888,8.5178,12.0487,12.5769,12,8-Jul-04,9,24,33,0,0,12,4,Steve
COAU,163,929,930,28,29,a,4,67,3,9.5,6.79,12.4447,9.3484,12.3925,14.3511,10,8-Jul-04,4,29,33,0,0,26,7,Steve
COAU,119,916,917,14,15,d,9,41,3,11.81,6.99,12.5795,10.3075,12.8714,15.4652,12,8-Jul-04,4,29,33,0,0,17.5,5,Steve
COAU,123,917,918,15,16,d,5,106,5,10.03,6,13.9194,10.745,14.1188,16.1861,9,8-Jul-04,4,29,33,0,0,25,6,Steve
COAU,104,912,913,10,11,c,5,93,3,10.11,6.16,11.4817,9.5708,12.2707,12.9751,11,8-Jul-04,8,26,34,0,0,13,5,Steve
COAU,96,910,923,7,22,b,9,44,3,9.39,6.38,12.208,8.5267,11.3575,14.0856,10,8-Jul-04,4,30,34,0,0,27,7,Steve
COAU,201,941,942,43,44,a,2,32,3,8.19,5.35,12.957,7.9441,12.2786,14.2233,12,8-Jul-04,4,30,34,0,0,13,3,Steve
COAU,207,942,943,44,45,d,9,40,4,9.8,7.06,13.5321,9.1569,14.1439,13.6889,10,8-Jul-04,7,29,36,0,0,24.1,7,Steve
COAU,105,912,913,10,11,d,8,144,6,8.74,5.2,12.8123,8.8698,12.7455,12.2088,11,8-Jul-04,6,30,36,0,0,39,4,Steve
COAU,177,933,934,32,33,c,9,153,7,10.01,6.53,12.9374,9.2905,12.3668,12.8115,6,8-Jul-04,4,32,36,0,0,24,7,Steve
COAU,91,909,911,6,8,a,2,12,4,11.25,7.43,13.515,10.2425,13.0393,14.995,9,8-Jul-04,4,32,36,0,0,18,6,Steve
COAU,220,946,947,49,50,c,1,34,4,9.29,7.23,10.022,8.6287,11.4953,11.7303,12,8-Jul-04,6,31,37,0,0,13.7,5,Steve
COAU,200,939,946,38,49,d,3,61,5,10.03,4.3,10.6647,8.2325,11.4546,11.9346,8,8-Jul-04,7,31,38,0,0,23.2,11,Allison
COAU,145,923,928,22,27,c,3,62,3,8.96,6.51,11.3909,8.5155,10.8519,12.4552,8,8-Jul-04,7,31,38,0,0,23.2,5,Steve
COAU,150,925,926,24,25,d,7,150,5,8.95,6.08,12.0144,9.4112,12.9473,14.1746,7,8-Jul-04,4,35,39,0,0,31,4,Steve
COAU,170,931,932,30,31,a,1,6,9,6.84,4.53,10.6885,8.2418,10.9889,11.0935,9,8-Jul-04,11,29,40,0,0,24.5,5,Steve
COAU,132,920,921,19,20,b,3,54,3,8.09,5.71,10.9779,8.0804,11.5817,12.2894,10,8-Jul-04,11,30,41,0,0,12,3,Steve
COAU,95,910,923,7,22,a,3,65,4,10.59,7.3,12.6865,9.6816,11.9973,13.0148,6,8-Jul-04,4,37,41,0,0,11,7,Steve
COAU,168,930,931,29,30,b,3,78,4,9.14,6.8,11.412,8.4995,11.6426,11.9185,8,8-Jul-04,4,39,43,0,0,38,8,Steve
COAU,82,905,906,1,2,d,6,96,4,7.85,5.35,11.7374,7.8203,11.4906,13.3996,11,8-Jul-04,4,46,50,0,0,19.5,3,Steve
COAU,184,935,936,34,35,d,2,35,8,9.4,5.76,10.9031,8.0071,11.3836,12.4232,8,8-Jul-04,7,47,54,0,0,10.1,4,Allison
COAU,137,921,922,20,21,c,6,104,3,9.46,6.61,11.6465,7.5857,10.8649,12.5093,7,8-Jul-04,31,27,58,0,0,9.5,8,Allison
COAU,129,919,920,18,19,c,3,49,9,8.31,6.18,11.2209,7.7299,11.0527,12.8893,9,8-Jul-04,4,54,58,0,0,25,12,Allison
COAU,134,920,921,19,20,d,2,27,3,8.21,6.07,10.3709,6.7579,10.4226,12.0309,9,8-Jul-04,13,50,63,0,0,26,2,Steve
COAU,182,935,936,34,35,a,5,85,3,5.96,4.85,9.7294,6.1018,8.7891,11.6784,8,8-Jul-04,4,64,68,0,0,14.6,3,Allison
COAU,100,911,912,8,10,c,5,86,9,8.94,5.67,11.2379,8.8148,11.664,13.0944,7,8-Jul-04,59,32,91,0,0,22.3,5,Allison
COAU,183,935,936,34,35,c,8,119,3,8.2,5.34,10.9446,8.1894,11.0338,13.1555,11,8-Jul-04,32,93,125,0,0,14.9,4,Allison
COAU,198,939,946,38,49,b,5,101,11,9.52,4.98,9.7791,7.0277,10.3231,10.2765,11,8-Jul-04,4,.,.,.,.,18.2,4,Steve
COAU,176,933,934,32,33,b,6,92,11,8.38,5.84,11.1752,8.536,12.0198,11.339,10,8-Jul-04,4,.,.,.,.,29.8,5,Steve
COAU,89,908,915,4,13,c,6,83,5,8.12,7.39,11.6689,7.8108,10.6895,12.9112,10,8-Jul-04,5,.,.,.,.,22.8,4,Steve
COAU,125,918,935,16,34,b,6,115,5,10.73,5.7,10.907,8.4123,11.7652,13.4653,16,8-Jul-04,4,.,.,.,.,24.9,3,Steve
COAU,149,925,926,24,25,c,3,45,4,7.63,6.45,11.529,8.2951,11.6141,15.6678,8,8-Jul-04,4,.,.,.,.,26,4,Steve
KAMI,623,1076,1078,26,30,a,7,137,4,9.85,8.04,11.5009,8.8464,13.3165,12.3984,4,8-Jul-04,4,19,23,0,0,15,3,Steve
KAMI,642,1082,1083,35,36,b,3,54,11,9.11,6.72,8.7521,6.8885,8.8999,11.0985,8,8-Jul-04,5,19,24,0,0,20.6,3,Steve
KAMI,631,1078,1080,30,33,c,8,127,5,11.05,9.22,12.5167,8.8922,12.8342,12.8039,6,8-Jul-04,4,21,25,0,0,28,3,Steve
KAMI,625,1076,1078,26,30,c,6,100,6,10.1,7.84,10.8805,8.2756,11.155,13.3113,7,8-Jul-04,4,21,25,0,0,35.6,.,Steve
KAMI,611,1069,1070,13,16,d,7,138,5,10.46,8.19,11.4041,9.5423,11.4128,13.6597,8,8-Jul-04,4,21,25,0,0,27.8,4,Steve
KAMI,651,1085,1088,38,41,c,4,55,7,9.61,7.7,11.5333,8.6712,11.7785,14.0379,9,8-Jul-04,4,21,25,0,0,18.2,4,Steve
KAMI,597,1066,1067,4,5,a,6,107,5,11.09,8.95,12.0931,10.2126,12.4973,14.5466,5,8-Jul-04,4,21,25,0,0,36.1,.,Steve
KAMI,638,1080,1082,33,35,b,8,139,6,11.34,8.04,11.4334,7.618,11.1937,14.6367,9,8-Jul-04,4,21,25,0,0,28.2,5,Steve
KAMI,640,1080,1082,33,35,d,3,73,5,9.46,7.2,11.8761,8.9671,12.502,15.2444,10,8-Jul-04,4,21,25,0,0,20.5,4,Steve
KAMI,629,1078,1080,30,33,a,8,123,3,7.45,7.34,11.5022,7.5696,11.7155,13.4551,9,8-Jul-04,5,21,26,0,0,35,4,Steve
KAMI,649,1085,1088,38,41,a,7,149,3,10.53,8.78,12.2633,9.9632,12.1235,14.5912,8,8-Jul-04,5,21,26,0,0,20.5,5,Steve
KAMI,606,1068,1069,6,13,c,3,46,4,9.77,8.91,11.4837,7.8964,10.7995,12.3822,4,8-Jul-04,4,22,26,0,0,27.3,5,Steve
KAMI,632,1078,1080,30,33,d,5,106,4,8.36,7.73,10.7891,8.226,11.796,12.4336,7,8-Jul-04,4,22,26,0,0,32,.,Steve
KAMI,626,1076,1078,26,30,d,9,43,3,9.06,7.38,11.3659,7.0202,11.6405,12.7955,8,8-Jul-04,4,22,26,0,0,27.5,4,Steve
KAMI,621,1075,1077,25,28,c,3,58,4,9.71,7.41,12.0333,9.1848,11.6998,12.8035,9,8-Jul-04,4,22,26,0,0,17.6,4,Steve
KAMI,630,1078,1080,30,33,b,2,20,4,9.57,9.04,10.2516,8.0758,11.4193,13.0418,6,8-Jul-04,4,22,26,0,0,28.5,4,Steve
KAMI,662,1089,1091,42,45,b,2,11,8,7.94,6.73,11.9116,8.8042,11.5518,13.6525,6,8-Jul-04,4,22,26,0,0,32.3,4,Steve
KAMI,661,1089,1091,42,45,a,6,108,4,9.63,6.71,11.9194,9.3354,11.9002,14.8682,10,8-Jul-04,4,22,26,0,0,27.5,.,Steve
KAMI,639,1080,1082,33,35,c,3,49,5,9.23,8.47,11.8624,7.4071,12.2898,15.3058,11,8-Jul-04,4,22,26,0,0,28.5,5,Steve
KAMI,637,1080,1082,33,35,a,8,143,4,10.41,8.97,11.5187,7.9437,11.5818,16.7165,9,8-Jul-04,4,22,26,0,0,36,5,Steve
KAMI,601,1067,1068,5,6,b,3,74,3,8.9,8.24,10.9652,8.8668,11.9849,13.392,9,8-Jul-04,5,22,27,0,0,19,5,Steve
KAMI,658,1088,1090,41,43,b,5,90,3,.,.,10.7,8.35,11.14,15.44,8,8-Jul-04,5,22,27,0,0,20.5,4,Steve
KAMI,624,1076,1078,26,30,b,8,152,4,.,.,10.7216,8.4726,12.0237,12.786,8,8-Jul-04,4,23,27,0,0,30,.,Steve
KAMI,604,1068,1069,6,13,a,2,12,3,9.11,7.36,11.6841,7.4205,10.2803,13.3036,8,8-Jul-04,4,23,27,0,0,33,4,Steve
KAMI,679,1094,1071,50,17,a,1,6,3,8.93,8.86,10.3874,8.6401,11.3618,13.4833,13,8-Jul-04,4,23,27,0,0,28.5,4,Steve
KAMI,643,1082,1083,35,36,c,6,87,3,8.79,7.82,12.033,8.8593,12.0708,13.4845,9,8-Jul-04,4,23,27,0,0,29,5,Steve
KAMI,670,1091,1065,45,3,d,6,116,3,8.99,8.29,12.0755,8.7364,12.02,14.1829,9,8-Jul-04,4,23,27,0,0,34.5,5,Steve
KAMI,664,1089,1091,42,45,d,7,146,3,11.09,7.12,11.5682,10.1021,11.355,14.5329,8,8-Jul-04,4,23,27,0,0,26.2,4,Steve
KAMI,660,1088,1090,41,43,d,7,150,5,9.44,7.85,12.3795,9.5057,12.6853,15.2183,9,8-Jul-04,4,23,27,0,0,27,4,Steve
KAMI,605,1068,1069,6,13,b,7,117,4,11.05,9.17,12.9681,10.051,12.9737,15.018,9,8-Jul-04,5,23,28,0,0,31,4,Steve
KAMI,600,1066,1067,4,5,d,4,75,4,8.61,7.45,11.2516,9.479,12.0452,12.4272,7,8-Jul-04,4,24,28,0,0,32,5,Steve
KAMI,598,1066,1067,4,5,b,2,28,3,8.32,7.23,10.856,8.5867,11.2308,12.787,9,8-Jul-04,4,24,28,0,0,27.4,4,Steve
KAMI,614,1071,1073,17,22,c,5,93,3,7.68,8.94,10.2954,8.5378,11.4715,13.5215,13,8-Jul-04,4,24,28,0,0,28.5,4,Steve
KAMI,620,1075,1077,25,28,b,7,146,9,10.11,8.28,13.3641,10.722,13.8745,14.4854,8,8-Jul-04,4,24,28,0,0,26,5,Steve
KAMI,644,1082,1083,35,36,d,2,27,3,8.17,6.82,12.2235,9.7498,13.2796,14.5803,8,8-Jul-04,4,24,28,0,0,21.3,3,Steve
KAMI,618,1072,1074,18,24,d,8,132,3,.,.,10.8296,9.089,11.3787,15.0391,7,8-Jul-04,4,24,28,0,0,39,3,Steve
KAMI,647,1083,1084,36,37,c,6,104,3,10.13,8.19,13.8436,10.0201,12.9552,15.2151,11,8-Jul-04,4,24,28,0,0,26,4,Steve
KAMI,668,1091,1065,45,3,b,4,47,4,9.11,7.73,11.7287,8.6309,11.8886,15.4298,9,8-Jul-04,4,24,28,0,0,31.5,3,Steve
KAMI,663,1089,1091,42,45,c,2,7,3,10.7,7.06,12.443,10.0575,12.6014,17.1498,8,8-Jul-04,4,24,28,0,0,25,4,Steve
KAMI,608,1069,1070,13,16,a,3,65,3,11.79,8.7,12.3537,10.3064,13.5537,14.7263,7,8-Jul-04,5,24,29,0,0,18,4,Steve
KAMI,659,1088,1090,41,43,c,3,45,4,12.28,8.76,13.9188,10.4072,14.8841,16.1838,7,8-Jul-04,4,25,29,0,0,27.5,4,Steve
KAMI,672,1092,1066,48,4,b,9,37,5,9.88,8.98,10.8088,9.048,11.5122,12.7179,9,8-Jul-04,6,24,30,0,0,22.5,3,Steve
KAMI,667,1091,1065,45,3,a,9,42,3,9.66,8.08,10.8122,9.4142,11.7052,16.7276,10,8-Jul-04,5,25,30,0,0,25,4,Steve
KAMI,599,1066,1067,4,5,c,5,114,8,8.96,7.41,9.7876,8.6136,11.3227,11.14,6,8-Jul-04,4,26,30,0,0,24,4,Steve
KAMI,676,1093,1094,49,50,b,3,78,3,10.34,9.04,10.9753,8.1305,11.4865,11.6753,7,8-Jul-04,4,26,30,0,0,18.5,4,Steve
KAMI,622,1075,1077,25,28,d,8,147,8,10.68,8.78,11.6991,9.0223,12.2051,12.84,10,8-Jul-04,4,26,30,0,0,31,6,Steve
KAMI,641,1082,1083,35,36,a,9,154,7,8.67,6.66,12.1152,10.3466,12.3283,13.2218,9,8-Jul-04,4,26,30,0,0,26,6,Steve
KAMI,603,1067,1068,5,6,d,8,131,9,8.16,6.89,11.7483,8.8661,12.46,13.2915,7,8-Jul-04,4,26,30,0,0,31,5,Steve
KAMI,602,1067,1068,5,6,c,6,83,8,9.65,7.12,11.0095,8.6747,11.7214,14.4415,7,8-Jul-04,4,26,30,0,0,30,4,Steve
KAMI,610,1069,1070,13,16,c,5,97,8,10.86,7.47,12.6505,10.1778,13.1763,14.5815,10,8-Jul-04,4,26,30,0,0,37,4,Steve
KAMI,615,1071,1073,17,22,d,8,144,7,9.23,9.95,10.7868,8.4539,11.5161,14.905,14,8-Jul-04,4,26,30,0,0,25.5,5,Steve
KAMI,646,1083,1084,36,37,b,8,139,10,10.67,8.77,12.8865,8.8569,12.2901,14.9883,10,8-Jul-04,4,26,30,0,0,28.5,6,Steve
KAMI,634,1079,1081,31,34,b,6,115,7,11.79,8.94,13.9021,10.9967,13.8504,16.6659,11,8-Jul-04,4,26,30,0,0,36,3,Steve
KAMI,633,1079,1081,31,34,a,1,21,6,9.78,6.67,11.8893,10.3251,12.2466,14.58,9,8-Jul-04,4,27,31,0,0,32.5,4,Steve
KAMI,609,1069,1070,13,16,b,9,44,3,10.34,8.86,11.7352,9.3289,12.6621,13.5999,9,8-Jul-04,8,24,32,0,0,30,4,Steve
KAMI,671,1092,1066,48,4,a,4,67,7,10.45,8.39,11.5975,9.1178,12.2242,13.4083,8,8-Jul-04,6,26,32,0,0,42.5,5,Steve
KAMI,617,1072,1074,18,24,b,6,103,4,8.51,7.27,10.702,8.7292,10.9842,13.1225,5,8-Jul-04,5,27,32,0,0,22,3,Steve
KAMI,616,1072,1074,18,24,a,5,113,5,9.48,7.08,10.6888,8.3747,10.4092,14.0204,6,8-Jul-04,5,27,32,0,0,40,3,Steve
KAMI,650,1085,1088,38,41,b,3,50,9,10.15,7.07,11.2017,8.8617,11.6288,13.2226,8,8-Jul-04,4,28,32,0,0,25,4,Steve
KAMI,682,1094,1071,50,17,d,1,25,3,9.38,10.37,10.7159,7.9526,10.3036,13.6901,10,8-Jul-04,4,28,32,0,0,29.5,4,Steve
KAMI,652,1085,1088,38,41,d,7,142,5,10.89,8.01,12.3494,10.5054,13.4725,14.1668,7,8-Jul-04,4,28,32,0,0,41,4,Steve
KAMI,673,1092,1066,48,4,c,7,134,6,11.58,7.86,12.2574,9.9886,12.7886,14.7143,6,8-Jul-04,4,28,32,0,0,51,4,Steve
KAMI,665,1090,1092,43,48,a,1,26,3,10.39,8.56,12.1703,9.9709,11.9802,13.5627,8,8-Jul-04,10,23,33,0,0,16,3,Steve
KAMI,636,1079,1081,31,34,d,2,4,4,8.66,6.84,9.4553,8.2506,11.7582,13.3806,8,8-Jul-04,8,25,33,0,0,26.5,4,Steve
KAMI,674,1092,1066,48,4,d,1,1,4,9.77,8.76,8.8844,6.7835,9.5168,11.1964,10,8-Jul-04,7,26,33,0,0,34,4,Steve
KAMI,635,1079,1081,31,34,c,5,81,4,8.54,8.56,12.3096,9.8171,12.2623,13.9595,8,8-Jul-04,4,29,33,0,0,33,3,Steve
KAMI,680,1094,1071,50,17,b,2,8,3,8.62,8.15,10.1197,8.1057,11.1143,14.738,10,8-Jul-04,4,29,33,0,0,34,7,Steve
KAMI,613,1071,1073,17,22,b,4,71,4,10.35,9.61,11.3853,8.7866,11.8631,15.5627,10,8-Jul-04,4,29,33,0,0,35,6,Steve
KAMI,628,1077,1079,28,31,b,5,82,6,6.16,7.04,10.448,7.857,10.6772,11.0395,8,8-Jul-04,6,28,34,0,0,26,3,Steve
KAMI,612,1071,1073,17,22,a,4,59,4,9.08,9.5,11.2083,8.961,11.1085,13.8735,11,8-Jul-04,5,29,34,0,0,33,5,Steve
KAMI,653,1086,1087,39,40,a,1,5,4,7.35,6.77,9.9211,8.079,10.9539,10.9501,10,8-Jul-04,4,31,35,0,0,39,5,Steve
KAMI,681,1094,1071,50,17,c,9,38,3,10.68,10.45,11.4438,8.1896,11.4485,14.7714,11,8-Jul-04,4,31,35,0,0,24.5,5,Steve
KAMI,669,1091,1065,45,3,c,3,69,6,8.78,6.97,10.8088,9.0045,11.8138,14.6062,8,8-Jul-04,8,28,36,0,0,22.8,4,Steve
KAMI,666,1090,1092,43,48,d,5,102,3,10.91,8.75,13.2193,10.0575,12.9914,15.1154,11,8-Jul-04,12,27,39,0,0,27,3,Steve
KAMI,675,1093,1094,49,50,a,4,64,4,8.85,8.87,10.7113,7.4367,10.2566,11.8994,7,8-Jul-04,4,35,39,0,0,23,6,Steve
KAMI,645,1083,1084,36,37,a,8,140,3,9.55,7.59,11.8909,8.389,11.315,13.5331,8,8-Jul-04,4,35,39,0,0,32,7,Steve
KAMI,619,1075,1077,25,28,a,6,91,6,8.47,7.29,11.7349,8.0308,11.5826,10.1216,7,8-Jul-04,4,36,40,0,0,33,8,Steve
KAMI,678,1093,1094,49,50,d,6,112,5,11.25,8.25,9.7029,7.8434,9.731,12.5086,6,8-Jul-04,4,36,40,0,0,37,7,Steve
KAMI,648,1083,1084,36,37,d,6,95,4,7.61,6.34,10.6447,7.4198,11.3977,11.4826,8,8-Jul-04,12,29,41,0,0,29,4,Steve
KAMI,627,1077,1079,28,31,a,2,16,3,9.22,6.94,11.0015,8.8077,11.4147,12.1445,8,8-Jul-04,17,26,43,0,0,27,4,Steve
KAMI,656,1086,1087,39,40,d,3,57,4,13.84,9.48,11.0346,9.4759,12.3312,12.5996,12,8-Jul-04,8,35,43,0,0,16,3,Steve
KAMI,677,1093,1094,49,50,c,4,48,x3,10.92,8.62,12.9638,10.1884,12.8684,12.895,9,8-Jul-04,10,47,57,0,0,17,6,Allison
KAMI,654,1086,1087,39,40,b,1,10,x4,10.54,8.34,10.7726,8.917,12.0835,12.2434,12,8-Jul-04,31,35,66,0,0,17.6,3,Allison
KAMI,655,1086,1087,39,40,c,3,62,x5,9.74,6.76,9.2795,7.6725,10.2701,12.4004,11,8-Jul-04,71,43,114,0,0,28,3,Allison
KAMI,607,1068,1069,6,13,d,4,63,7,9.44,7.46,11.6512,9.075,11.6371,13.1341,8,8-Jul-04,4,.,.,.,.,31,3,Steve
KAMI,657,1088,1090,41,43,a,1,14,7,11.01,8.72,12.8648,10.7645,12.5751,15.7868,8,8-Jul-04,8,.,.,.,.,21,5,Steve
MAES,754,1125,1103,46,10,c,2,7,3,10.13,6.42,12.1897,9.5507,12.5376,14.4005,7,8-Jul-04,4,54,58,0,0,2.1,19,Allison
MAES,755,1125,1103,46,10,d,8,123,12,11.12,5.96,12.4276,9.7676,12.406,15.3933,8,8-Jul-04,4,61,65,0,0,7.8,20,Allison
MAES,716,1110,1107,24,16,d,4,51,4,7.28,6.45,11.1475,8.8046,12.001,15.3671,8,8-Jul-04,4,63,67,0,0,9.3,25,Allison
MAES,745,1123,1120,44,41,a,5,86,3,8.31,5.56,12.431,10.3108,14.0796,13.8444,7,8-Jul-04,4,64,68,0,0,6.7,23,Allison
MAES,752,1124,1123,45,44,d,1,10,6,12.32,6.04,12.1985,9.9539,13.6453,16.9032,7,8-Jul-04,4,67,71,0,0,3.7,39,Allison
MAES,711,1107,1106,16,15,c,3,69,4,9.61,5.98,12.1825,9.8417,12.6946,13.3349,10,8-Jul-04,4,68,72,0,0,4.4,28,Allison
MAES,683,1097,1121,3,42,a,1,14,4,9.98,5.62,13.31,10.6806,14.0876,14.4372,4,8-Jul-04,4,68,72,0,0,3,28,Allison
MAES,691,1099,1112,5,26,b,7,149,4,11.89,6.89,13.8279,11.1184,13.8,15.3098,7,8-Jul-04,4,68,72,0,0,9.3,24,Allison
MAES,715,1110,1107,24,16,c,7,125,4,10.16,6.81,10.7339,9.1804,11.6575,15.3213,8,8-Jul-04,4,68,72,0,0,1.9,25,Allison
MAES,704,1104,1102,11,9,b,6,95,x1,9,7.14,11.3713,10.06,12.6203,14.2331,8,8-Jul-04,6,67,73,0,0,15.7,25,Allison
MAES,717,1111,1110,25,24,a,6,83,4,10.17,5.55,10.806,8.9325,11.8913,15.8503,9,8-Jul-04,4,69,73,0,0,6.3,28,Allison
MAES,705,1104,1102,11,9,c,7,126,7,8.16,6.73,10.3451,8.728,10.8533,13.6512,6,8-Jul-04,4,71,75,0,0,11.1,26,Allison
MAES,698,1102,1122,9,43,d,8,143,9,10.79,7.34,12.1306,8.89,12.3812,14.2491,8,8-Jul-04,4,72,76,0,0,16.4,29,Allison
MAES,729,1115,1098,29,4,b,9,154,x5,9.33,7.52,11.7599,10.2144,13.0463,15.8675,12,8-Jul-04,4,72,76,0,0,9.1,20,Allison
MAES,726,1113,1099,27,5,d,7,150,3,9.75,7.09,11.7792,9.4539,12.2185,14.4174,6,8-Jul-04,5,72,77,0,0,6.8,26,Allison
MAES,706,1106,1127,15,49,a,7,142,9,12.45,7,12.5774,10.5168,12.9606,16.0636,9,8-Jul-04,4,73,77,0,0,2.6,17,Allison
MAES,690,1099,1112,5,26,a,5,90,x3,10.59,6.39,11.8461,8.9603,12.6235,16.9097,7,8-Jul-04,4,73,77,0,0,6.2,29,Allison
MAES,724,1113,1099,27,5,b,6,112,6,10.63,6.44,10.1065,9.472,10.7316,12.5347,3,8-Jul-04,4,74,78,0,0,5.5,50,Allison
MAES,703,1104,1102,11,9,a,8,152,7,10.23,6.4,12.4036,10.4397,13.3484,15.5381,6,8-Jul-04,4,74,78,0,0,15.4,21,Allison
MAES,708,1106,1127,15,49,c,3,49,4,12.05,5.17,10.501,8.7411,11.4465,16.1313,7,8-Jul-04,7,73,80,0,0,5.4,24,Allison
MAES,739,1119,1118,37,33,c,4,67,3,11.46,5.81,11.2645,8.7694,11.9318,15.4564,11,8-Jul-04,5,76,81,0,0,18.4,29,Allison
MAES,722,1112,1111,26,25,d,3,58,4,11.41,5.37,12.0793,9.7697,13.4025,16.1032,7,8-Jul-04,5,76,81,0,0,20.3,18,Allison
MAES,750,1124,1123,45,44,b,9,41,8,13.31,6.38,12.068,9.6813,13.0206,16.1389,8,8-Jul-04,4,77,81,0,0,7.4,.,Allison
MAES,685,1097,1121,3,42,d,8,132,5,9.37,7.02,11.8531,8.8992,12.0232,15.2064,6,8-Jul-04,4,78,82,0,0,2.5,36,Allison
