Pop,UniqueID,OrigID,PlantingDate,PlantToFlower,DaysToGerm,GermToFlwr,NumVernalz,DaysVernalized,PetLen,PetWid,Tube,ShrtFil,LongFil,Pistil,ShrtAnther,LongAnther,Ovules,1stFlwrHgt_cm,LeafNum,FlwrPos,SeedWt_g
MAES,1109,23,6/10/03,86,8,78,0,0,8.9411,6.7335,10.6822,8.4871,11.9527,15.7037,2.5077,1.9486,6,9.9,17,3,0.0037
MAES,1110,24,6/10/03,86,8,78,0,0,10.0807,7.14,10.3414,8.5296,11.2348,14.8702,.,.,8,6,33,11,.
MAES,1111,25,6/10/03,90,5,85,0,0,9.3843,5.8482,11.759,9.6477,12.2961,14.2557,2.0608,1.5909,8,30.8,28,8,0.0018
MAES,1112,26,6/10/03,86,5,81,0,0,9.8298,5.1307,10.4731,8.9148,12.1726,16.1774,2.7874,1.0698,11,24.1,.,21,0.0092
MAES,1113,27,6/10/03,76,4,72,0,0,8.2363,4.3705,13.5427,8.8376,12.2054,15.013,2.2839,1.8845,9,27,.,3,0.0021
MAES,1114,28,6/10/03,92,4,88,0,0,7.6714,5.0619,10.6696,8.3692,11.4299,12.5409,2.6876,2.3326,9,10,31,9,0.0052
MAES,1115,29,6/10/03,72,6,66,0,0,.,.,.,.,.,.,.,.,.,15.4,18,.,.
MAES,1116,30,6/10/03,94,5,89,0,0,8.0306,5.6069,11.3404,8.5958,12.1641,11.6946,2.2772,1.8423,10,6.1,42,5,0.0016
MAES,1117,32,6/10/03,92,4,88,0,0,8.5183,5.8244,12.9867,8.759,12.5743,13.4073,2.6714,14.1541,8,7.8,28,7,0.0059
MAES,1118,33,6/10/03,92,4,88,0,0,.,.,13.4461,8.3171,11.5411,12.9075,2.9365,2.3118,9,6,32,3,0.0013
MAES,1119,37,6/10/03,78,4,74,0,0,9.1395,6.1074,11.0822,9.1212,12.6117,17.0388,2.1617,1.5823,10,15,38,1,0.004
MAES,1120,41,6/10/03,99,5,94,0,0,8.2618,7.1216,11.8046,8.683,11.3615,13.3008,2.9816,2.3834,6,12,39,3,0.004
MAES,1121,42,6/10/03,75,14,61,0,0,8.3224,7.1622,11.6482,8.0234,11.5917,14.1048,2.5892,2.2159,10,16.7,29,6,0.0026
MAES,1122,43,6/10/03,106,5,101,0,0,6.5206,6.8043,14.3817,9.1994,12.6607,13.0803,3.0816,1.7805,9,9.7,29,3,0.0127
MAES,1123,44,6/10/03,99,13,86,0,0,6.7223,4.3053,11.674,9.1511,13.0143,12.6304,1.588,2.1294,8,4.7,31,4,0.002
MAES,1124,45,6/10/03,114,5,109,0,0,10.1601,5.698,13.0205,8.9879,11.8652,13.0533,3.2363,2.5423,10,9.6,37,7,0.0026
MAES,1125,46,6/10/03,121,5,116,0,0,8.2622,6.1629,13.5314,8.3027,12.2179,12.5676,2.6884,2.3208,6,6.5,22,3,0.0073
MAES,1126,48,6/10/03,106,6,100,0,0,7.6729,5.9037,13.022,10.5308,13.9266,11.594,2.0772,1.8314,3,7,17,3,0.002
MAES,1127,49,6/10/03,115,7,108,0,0,7.6018,4.9029,10.8501,5.5422,8.8945,13.6137,2.5976,1.8954,8,7,25,5,0.0039
MAFI,1035,1,6/10/03,30,9,21,0,0,8.8513,6.7655,12.3213,10.2176,12.8758,13.2017,2.8214,2.4055,10,23.5,3,3,0.007
MAFI,1036,2,6/10/03,26,4,22,0,0,11.3323,8.2358,11.3282,8.6516,11.4129,14.3455,1.693,2.1057,8,25.7,2,5,0.0073
MAFI,1037,3,6/10/03,26,4,22,0,0,10.3567,6.2248,10.0562,9.6435,11.9339,15.3048,1.9826,2.2495,10,23.8,4,7,0.0072
MAFI,1038,4,6/10/03,26,4,22,0,0,10.6657,7.9642,10.9897,10.2313,13.9317,15.3781,2.5699,2.5814,9,22.3,3,6,0.0051
MAFI,1039,5,6/10/03,28,4,24,0,0,7.8966,5.8121,11.0952,7.8105,10.544,12.2283,2.4249,2.2142,10,36.2,4,3,0.0056
MAFI,.,7,6/10/03,27,4,23,0,0,8.1521,6.8136,8.12,8.2583,9.7561,12.5544,1.814,1.6642,10,24.5,.,.,0.0037
MAFI,1040,8,6/10/03,32,4,28,0,0,7.2293,6.2857,10.3368,7.1599,10.0988,12.1139,2.9189,2.5236,8,22.1,4,4,0.0016
MAFI,1041,10,6/10/03,30,3,27,0,0,7.2293,5.3742,11.8783,9.1494,12.5908,14.1241,1.421,1.8912,9,15.6,4,6,0.0008
MAFI,1042,11,6/10/03,33,5,28,0,0,7.2712,4.8187,10.6359,9.2729,11.6864,15.0333,1.6742,1.5245,7,22.4,4,4,0.0024
MAFI,1043,13,6/10/03,29,5,24,0,0,7.9057,7.0143,9.1722,8.8703,11.0379,12.5444,2.6402,2.4352,10,24.7,2,4,0.0017
MAFI,1044,14,6/10/03,28,4,24,0,0,7.5788,7.3171,9.3033,8.08,9.766,13.8106,2.3284,2.5932,10,21.6,4,4,0.002
MAFI,1045,15,6/10/03,36,5,31,0,0,7.625,7.6969,11.4196,10.2417,12.1481,14.8712,1.9495,2.4326,10,30.2,3,13,0.0067
MAFI,1046,17,6/10/03,29,4,25,0,0,8.7294,6.5098,11.9426,9.0265,12.1886,15.6797,2.6538,2.5853,7,20.3,3,3,0.002
MAFI,1047,19,6/10/03,26,5,21,0,0,10.1258,7.6425,9.8039,8.8431,11.1327,14.1382,2.9918,2.0612,9,25.6,3,4,0.0017
MAFI,1048,20,6/10/03,27,6,21,0,0,7.2698,4.9145,8.8882,7.5125,10.0171,11.6338,3.1028,2.5457,11,32.3,3,3,0.0068
MAFI,1049,21,6/10/03,26,3,23,0,0,7.828,7.1483,9.9204,8.5759,10.9012,14.4229,1.5966,1.7707,6,24.6,3,8,0.0099
MAFI,1050,22,6/10/03,29,5,24,0,0,8.0848,8.1384,11.1715,8.2563,10.7139,11.3306,2.9124,2.7227,10,24,5,3,0.0023
MAFI,1051,26,6/10/03,29,4,25,0,0,7.8462,6.936,11.3521,8.3051,11.2264,11.1772,2.399,2.4851,8,23.2,7,5,0.0045
MAFI,1052,29,6/10/03,33,6,27,0,0,8.0217,6.7733,12.2704,9.1855,12.0102,15.0493,2.6654,2.2893,9,23.6,3,3,0.0021
MAFI,1053,32,6/10/03,28,5,23,0,0,9.8123,7.4897,9.1937,7.0905,9.5905,13.2567,3.1101,3.0185,9,24.2,4,3,0.0035
MAFI,1054,33,6/10/03,28,3,25,0,0,7.8029,7.1363,12.899,9.5067,12.1382,13.8416,2.6896,2.3787,12,8.6,4,4,0.0019
MAFI,1055,34,6/10/03,26,4,22,0,0,7.6664,6.3761,10.8116,9.0512,11.64,12.5528,2.01,1.8608,5,20.2,.,7,0.0021
MAFI,1056,35,6/10/03,27,7,20,0,0,8.9035,6.5382,10.0739,8.0217,9.5955,11.7045,2.6333,2.6997,7,33.6,4,3,0.0059
MAFI,1057,37,6/10/03,26,4,22,0,0,8.6312,6.0021,10.1172,8.8808,10.8053,13.0496,2.4756,1.885,9,25.2,3,9,0.0035
MAFI,1058,38,6/10/03,27,4,23,0,0,7.9396,8.377,11.1199,6.8089,10.4914,11.7399,2.5934,2.5272,9,33,2,3,0.054
MAFI,1059,40,6/10/03,27,3,24,0,0,6.0823,3.4136,12.3976,8.9615,11.4873,12.4058,1.9851,2.1762,7,36.4,4,3,0.0021
MAFI,1060,41,6/10/03,26,5,21,0,0,8.6533,7.7421,11.017,8.4674,12.0416,14.7785,3.1865,2.6632,9,24.6,2,4,0.0074
MAFI,1061,43,6/10/03,23,4,19,0,0,9.2958,6.8252,10.6026,7.3262,10.4507,14.6379,1.5821,1.9616,6,18,3,13,0.0088
MAFI,1062,45,6/10/03,26,4,22,0,0,8.0686,5.3162,9.6391,7.9457,10.6207,12.8259,1.7239,2.1065,13,18.4,2,9,0.0023
MAFI,1063,46,6/10/03,32,10,22,0,0,9.0123,6.8344,12.3572,8.8526,12.1421,14.7212,1.5119,1.7004,7,27.2,.,3,0.0028
MAFI,1064,49,6/10/03,35,4,31,0,0,7.59,5.1656,8.9692,6.388,9.0221,10.9189,2.5402,2.2776,9,27.2,4,4,0.0023
NAAU,948,1,6/10/03,43,13,30,0,0,11.1124,11.0735,12.2987,9.9049,12.9058,16.1608,2.0427,1.8047,13,30.6,4,3,0.0021
NAAU,949,4,6/10/03,31,6,25,0,0,11.786,6.2857,14.1926,9.9653,13.2556,15.4125,2.317,1.7313,10,26.6,5,4,0.0024
NAAU,950,5,.,45,10,35,0,0,10.1337,8.1496,10.6762,8.0743,11.2465,13.1464,.,.,11,40.4,7,3,.
NAAU,951,6,6/20/03,29,5,24,0,0,9.7293,7.127,12.4621,8.7283,10.9973,12.3173,2.5069,1.9991,9,27.1,3,6,0.0049
NAAU,952,7,6/20/03,31,4,27,0,0,9.4588,6.5329,12.2434,8.7572,12.2247,13.9796,1.8815,1.9428,10,12.1,3,3,0.0033
NAAU,953,10,6/10/03,48,8,40,0,0,8.7555,6.916,9.697,8.3494,9.8919,16.2074,1.764,1.0618,15,36.4,6,3,0.0014
NAAU,954,11,.,50,6,44,0,0,9.4111,6.0229,10.2183,8.0383,9.6324,.,.,.,6,53.7,4,20,.
NAAU,.,12,6/20/03,30,4,26,0,0,8.2799,4.5898,12.4255,8.1721,11.1177,12.9066,2.8971,2.5741,9,10.6,.,.,0.0019
NAAU,955,13,6/10/03,38,13,25,0,0,11.6871,6.9907,12.3539,9.267,12.3539,11.6806,1.5439,1.6798,7,24.6,4,6,0.0026
NAAU,956,14,6/20/03,27,4,23,0,0,10.3072,7.0432,11.6133,8.4748,10.6927,12.5121,2.6612,2.2538,7,17.8,3,3,0.0032
NAAU,957,15,6/20/03,35,4,31,0,0,8.0949,6.3891,11.3107,7.7034,10.1079,12.2601,2.2165,1.9988,11,26.3,5,7,0.0025
NAAU,958,19,6/10/03,36,8,28,0,0,8.7977,5.4464,11.6249,7.3418,10.0788,11.5447,2.2493,1.6263,12,29.1,.,3,0.0017
NAAU,959,21,6/20/03,29,4,25,0,0,10.8533,8.6135,11.7932,8.2019,11.2628,12.9756,2.2426,1.6431,9,24.3,5,4,0.001
NAAU,960,22,6/10/03,29,10,19,0,0,10.6211,6.8416,11.5534,8.6124,10.9256,13.3021,2.0822,1.9197,6,23.3,3,4,0.0039
NAAU,961,23,6/10/03,29,5,24,0,0,10.3113,5.6939,11.7013,9.0848,11.4421,13.5875,2.3784,2.1235,9,18.7,4,6,0.0026
NAAU,962,24,6/20/03,38,12,26,0,0,9.5735,6.3615,11.1982,8.3497,11.0488,12.2552,1.498,1.5302,11,39.4,5,3,0.0029
NAAU,963,25,6/20/03,26,5,21,0,0,10.4626,7.7769,14.0449,8.352,11.3495,14.6212,3.0015,2.6503,9,22.7,3,4,0.0032
NAAU,964,26,6/10/03,38,13,25,0,0,10.3425,7.6955,13.9564,8.579,11.4179,14.3673,3.2291,2.9164,8,32,4,3,0.0018
NAAU,965,27,6/20/03,32,4,28,0,0,8.605,6.6511,12.2742,8.0269,11.4042,14.2528,2.7726,2.1338,9,23.2,5,3,0.0034
NAAU,966,28,6/20/03,35,5,30,0,0,10.3735,6.2336,14.5181,9.527,13.1527,15.6042,1.65,1.7048,10,21.1,4,5,0.0022
NAAU,967,29,6/20/03,35,10,25,0,0,8.3789,4.4,10.8277,9.3703,11.6065,14.0264,1.8562,1.6959,10,23.5,.,6,0.0023
NAAU,968,30,6/20/03,28,4,24,0,0,10.033,5.5709,12.8508,9.2194,12.2606,13.2043,2.0472,1.8533,8,20.9,3,4,0.0036
NAAU,969,31,6/10/03,30,5,25,0,0,10.4594,6.5652,11.9609,8.2829,11.3225,14.7628,2.4741,2.2717,11,19.8,3,4,0.0024
NAAU,970,36,6/10/03,29,6,23,0,0,8.5917,6.479,14.0176,8.587,11.8358,13.742,1.5162,1.7796,8,28.8,3,15,0.0029
NAAU,971,37,6/20/03,33,6,27,0,0,8.5509,6.9677,9.9156,7.9723,10.2321,12.0609,1.9119,1.8789,9,26.2,4,4,0.002
NAAU,972,38,6/10/03,46,13,33,0,0,10.3232,8.7475,13.6729,8.7845,11.2482,13.9105,3.0376,2.4254,12,49.1,8,5,0.0024
NAAU,973,41,6/10/03,40,13,27,0,0,9.7827,7.3504,11.281,7.2964,11.2775,11.2073,2.4419,2.2397,5,5.8,4,3,0.0017
NAAU,974,45,6/10/03,42,7,35,0,0,9.6683,6.0286,14.0004,10.0568,13.099,13.7873,2.0815,1.5008,8,18.7,4,3,0.0014
NAAU,975,46,6/10/03,31,6,25,0,0,8.143,6.7919,11.6031,8.5312,10.5597,11.6252,1.8435,1.6028,8,13.6,4,6,0.0014
NAAU,976,48,6/20/03,30,5,25,0,0,8.9091,6.792,13.3455,7.4988,10.1831,15.0732,2.6686,2.4535,8,15.4,3,3,0.0021
NAAU,977,49,6/20/03,33,5,28,0,0,10.4509,6.2992,12.7248,8.5457,11.3551,14.1611,2.8564,2.5111,14,.,6,4,0.0027
NAAU,978,50,6/20/03,24,4,20,0,0,9.2125,5.8882,12.7625,9.2705,12.9077,12.1713,2.4235,1.9605,10,25.1,4,4,0.0023
SAES,979,1,6/10/03,319,4,315,1,130,6.7409,3.9866,9.784,7.2167,9.9927,10.6206,.,.,4,.,.,4,.
SAES,980,2,6/10/03,43,6,37,0,0,8.4517,5.8376,12.5271,9.2558,12.4482,12.8333,2.4876,2.3288,4,41.4,7,3,0.0114
SAES,981,3,6/10/03,50,6,44,0,0,8.0036,6.2796,12.0383,7.233,11.8128,12.9078,2.259,2.0163,4,19.5,15,.,0.0028
SAES,982,9,6/10/03,326,6,320,1,130,6.0247,4.0059,9.2545,5.9758,8.6953,9.677,.,.,4,.,.,7,.
SAES,.,11,6/10/03,55,5,50,0,0,5.9966,4.0209,9.931,7.9873,11.1878,12.7726,1.7924,1.7356,4,26.2,.,.,0.019
SAES,983,12,6/10/03,328,5,323,1,130,7.794,5.2782,10.4338,7.8403,10.9843,12.8633,.,.,5,.,.,6,.
SAES,984,13,6/10/03,321,4,317,1,130,6.4075,4.635,9.9807,6.3818,9.3801,9.8148,.,.,4,.,.,3,.
SAES,.,18,6/10/03,45,6,39,0,0,7.4542,4.2629,11.3597,7.5585,10.2632,11.3701,1.999,1.7481,4,26,.,.,0.0032
SAES,985,19,6/10/03,56,4,52,0,0,6.4659,4.8636,10.5324,6.4391,10.5389,12.4747,1.8632,1.4882,5,35.5,16,16,0.0031
SAES,986,25,6/10/03,307,6,301,1,130,.,.,9.2559,6.4031,9.4954,10.7616,.,.,4,.,.,2,.
SAES,987,26,6/10/03,90,6,84,0,0,.,.,12.0477,8.0636,11.7103,11.2159,.,.,3,32.7,14,3,.
SAES,988,28,6/10/03,326,5,321,1,130,5.4478,4.1963,9.1474,6.3621,9.1194,9.1101,.,.,4,.,.,5,.
SAES,.,29,6/10/03,40,5,35,0,0,.,.,13.2077,9.8511,13.055,14.9545,2.289,2.1946,11,.,.,.,0.0041
SAES,.,30,6/10/03,55,5,50,0,0,6.916,4.0454,11.4793,8.185,10.8038,12.1769,2.0463,2.2439,4,14.5,.,.,0.0025
SAES,989,32,6/10/03,55,6,49,0,0,5.547,3.3778,9.691,5.1631,8.1142,8.0691,1.9375,1.8838,4,26,28,1,0.0056
SAES,990,33,6/10/03,321,5,316,1,130,6.9811,4.8986,10.3721,6.508,9.07,.,.,.,4,.,.,3,.
SAES,.,34,6/10/03,47,10,37,0,0,7.0288,5.5124,13.5022,8.2347,11.2153,10.6777,2.3565,1.8374,4,18.5,.,.,0.0015
SAES,991,35,6/10/03,321,7,314,1,130,7.2685,4.3936,10.5994,7.3109,10.0216,10.9757,.,.,7,.,.,3,.
SAES,992,40,6/10/03,315,10,305,1,130,7.9887,4.7591,9.6923,6.6778,9.7396,10.5719,.,.,4,.,.,4,.
SAES,993,43,6/10/03,63,5,58,0,0,8.5101,5.1342,11.9126,8.8433,12.0293,12.8515,1.7018,1.834,1,42.9,16,5,0.0032
SAES,994,44,6/10/03,317,5,312,1,130,.,.,10.0735,6.5729,9.3696,11.8904,.,.,4,.,.,5,.
SAES,995,47,6/10/03,315,5,310,1,130,6.5248,4.1436,9.5292,6.9315,9.5306,10.5102,.,.,4,.,.,2,.
WEAU,878,3,6/10/03,30,4,26,0,0,7.3081,6.7091,10.523,7.5214,10.5671,10.5496,2.4969,2.1756,10,14.3,6,3,0.0033
WEAU,879,8,6/10/03,29,5,24,0,0,7.6227,6.1349,12.1476,7.8429,10.401,10.7856,2.6351,2.4252,8,13.9,4,3,0.0034
WEAU,880,9,6/10/03,36,5,31,0,0,8.4786,8.5696,12.6462,9.1939,12.9531,12.5488,3.1649,2.4985,8,22.1,5,4,0.0028
WEAU,881,10,6/10/03,33,4,29,0,0,7.0413,6.8987,10.2432,6.3922,9.6535,10.8148,2.8222,2.4974,9,22.6,4,4,0.0059
WEAU,882,13,6/10/03,32,5,27,0,0,11.1154,9.1281,10.9825,8.1307,11.6056,12.1852,2.6935,2.5402,8,22.6,5,7,0.0043
WEAU,883,16,6/10/03,32,6,26,0,0,6.7505,6.4366,10.391,6.2136,9.3417,10.6484,2.7192,2.2114,7,27.3,.,7,0.0067
WEAU,884,17,6/10/03,35,4,31,0,0,7.4926,5.4543,10.4974,7.1663,9.7033,9.9258,2.1383,1.9896,14,21.5,6,3,0.0039
WEAU,885,21,6/10/03,26,3,23,0,0,13.0334,9.3903,12.7299,9.4947,12.7812,17.2203,1.4089,1.3512,8,19.4,5,5,0.0038
WEAU,886,22,6/10/03,35,5,30,0,0,7.7166,7.13,13.1247,8.6288,10.7786,11.5755,3.007,2.8032,9,28.4,7,4,0.0076
WEAU,887,23,6/10/03,27,4,23,0,0,9.4735,8.981,10.6786,6.8308,9.9814,11.805,3.1142,2.5825,10,21.4,3,4,0.0071
WEAU,888,24,6/10/03,26,3,23,0,0,11.2448,8.0671,11.2366,8.7985,12.6588,13.5145,2.6054,2.3428,12,13,3,6,0.0042
WEAU,889,26,6/10/03,41,9,32,0,0,11.2498,9.5281,13.9623,9.9981,13.3312,15.0739,2.9464,2.5671,6,39.6,6,3,0.0016
WEAU,890,27,6/10/03,30,8,22,0,0,9.179,7.5355,11.224,7.9043,11.2149,14.2577,2.6014,2.254,12,19.9,5,3,0.005
WEAU,891,28,6/10/03,31,6,25,0,0,13.2414,8.807,13.583,9.4794,12.6214,13.7626,1.803,2.1063,14,25.6,6,5,0.0044
WEAU,892,29,6/10/03,30,4,26,0,0,8.2663,8.4276,10.2501,7.9569,10.102,12.6026,2.1593,2.0012,11,25.6,5,4,0.0034
WEAU,893,30,6/10/03,26,3,23,0,0,9.4809,6.545,12.8988,9.6343,12.8762,13.9755,1.802,1.9615,6,12.1,6,5,0.0048
WEAU,.,32,6/10/03,28,4,24,0,0,8.0795,7.1136,10.2405,7.205,10.1345,10.8642,2.9582,2.5009,12,25.8,.,.,0.0041
WEAU,894,33,6/10/03,29,4,25,0,0,7.0027,6.2738,9.8474,7.0834,9.6639,12.4463,2.6263,2.4189,10,21.8,5,3,0.0048
WEAU,.,34,6/10/03,32,8,24,0,0,10.3156,7.6721,12.8511,9.4089,11.8257,12.6015,2.2925,1.678,15,36.4,.,.,0.0075
WEAU,895,36,6/10/03,27,5,22,0,0,11.5981,9.715,12.9477,9.6131,11.6629,15.8478,2.0371,1.8718,6,20.6,3,3,0.0049
WEAU,896,37,6/10/03,28,5,23,0,0,8.6896,7.4767,9.0828,7.6809,9.6402,10.5075,2.3165,2.3407,10,23.2,4,5,0.0038
WEAU,897,38,6/10/03,30,5,25,0,0,8.5042,9.057,11.257,7.4486,10.9227,12.2721,3.1377,2.6809,10,20.9,4,4,0.003
WEAU,898,39,6/10/03,33,5,28,0,0,12.1766,8.9642,12.6101,7.5931,11.0382,12.7729,3.0344,2.5615,10,19.6,4,3,0.0033
WEAU,899,40,6/10/03,36,4,32,0,0,10.2574,7.8557,11.1428,8.5147,11.4658,13.9045,1.8653,1.569,9,20.8,.,4,0.003
WEAU,900,41,6/10/03,37,5,32,0,0,8.3618,8.1829,12.4264,8.3577,11.9131,14.1599,2.1384,2.1845,8,32.1,5,11,0.0045
WEAU,901,44,6/10/03,36,5,31,0,0,8.556,6.4217,11.4257,8.5945,11.8076,13.8544,2.5998,2.1592,10,21.1,4,4,0.0068
WEAU,902,46,6/10/03,26,4,22,0,0,11.1305,6.7139,10.9099,9.2641,12.0478,16.8937,2.4461,1.988,9,15,3,5,0.008
WEAU,903,47,6/10/03,28,5,23,0,0,8.8011,7.6514,13.4675,6.179,11.7527,12.4668,2.8559,2.7067,10,20.3,3,3,0.0073
WEAU,.,48,6/10/03,26,4,22,0,0,10.0558,3.9785,9.8848,8.1522,10.5715,10.2268,1.6157,1.5208,8,13.7,.,.,0.0047
WEAU,904,49,6/10/03,26,4,22,0,0,10.3485,7.7836,10.2057,7.7249,10.9319,12.4681,1.4506,1.7984,7,18.9,3,7,0.0058
WEAU,.,50,6/10/03,29,4,25,0,0,11.1559,9.031,12.0318,9.197,11.0018,14.4304,2.8822,2.3793,12,17.7,.,.,0.0044
